batch_id,drug_code,brand_name,therapeutic_area,form,is_cold_chain,shelf_life_months,unit_cost_usd,supplier_id,supplier_name,supplier_country,supplier_reliability,warehouse_id,region,date_procurement,units_procured,units_manufactured,qa_pass,qa_result,qa_fail_reason,units_qa_passed,units_packaged,units_warehoused,units_distributed,units_delivered,units_dispensed,delay_procurement_days,date_manufacturing,delay_manufacturing_days,date_quality,delay_quality_testing_days,date_packaging,delay_packaging_days,date_warehouse,delay_warehouse_days,date_distributor,delay_distributor_days,date_pharmacy,delay_hospital_pharmacy_days,date_patient,delay_patient_days,total_cycle_time_days,qa_delay_days,cold_chain_excursion,storage_temp_c,storage_humidity_pct,storage_duration_days,potency_pct,expiry_date,days_to_expiry_at_delivery,batch_risk_label,batch_value_usd,units_lost,value_lost_usd,year,month,year_month,quarter
BATCH-01336,DrugB,Betacor,Hypertension,Capsule,0,24,3.15,SUP-02,Divis Laboratories,India,0.96,WH-LA-01,Latin America,2023-05-31,30363,29435,1,Pass,Not Applicable,28796,25938,25531,23646,22872,20183,13.3,2023-06-12,11.6,2023-06-28,16.1,2023-07-03,4.6,2023-07-20,16.8,2023-07-25,4.7,2023-07-29,3.8,2023-07-30,1.5,60,16.1,0,24.5,,26,99.25,2025-06-11 13:26:24.000000008,683,Low,95643.45,10180,32067.0,2023,5,2023-05,2023Q2
BATCH-01337,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-02,Divis Laboratories,India,0.96,WH-AP-01,Asia-Pacific,2025-07-19,21482,20826,1,Pass,Not Applicable,20346,18326,18038,16706,16159,14259,20.5,2025-07-31,12.2,2025-08-19,19.2,2025-08-22,2.8,2025-09-19,27.7,2025-09-26,6.5,2025-10-02,6.3,2025-10-11,9.2,84,19.2,0,29.1,55.6,41,97.18,2028-07-30 20:09:36.000000008,1032,Low,51556.8,7223,17335.2,2025,7,2025-07,2025Q3
BATCH-01338,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-06,Hikal Speciality,India,0.88,WH-LA-01,Latin America,2024-06-14,46623,45199,1,Pass,Not Applicable,42470,38254,37653,34873,33732,29766,24.6,2024-06-22,7.9,2024-07-17,24.5,2024-07-20,3.4,2024-09-12,54.2,2024-09-19,7.1,2024-09-28,8.9,2024-10-05,6.7,113,24.5,0,31.9,73.0,70,93.34,2026-12-22 04:48:00.000000000,815,High,86252.55,16857,31185.45,2024,6,2024-06,2024Q2
BATCH-01339,DrugB,Betacor,Hypertension,Capsule,0,24,3.15,SUP-01,Aurobindo API Ltd,India,0.94,WH-NA-01,North America,2024-11-01,46893,45460,1,Pass,Not Applicable,44023,39653,39030,36148,34965,30854,15.8,2024-11-15,14.1,2024-12-13,27.5,2024-12-19,5.6,2025-01-27,38.7,2025-02-01,4.8,2025-02-05,3.7,2025-02-08,3.3,99,27.5,0,29.2,69.0,48,95.17,2026-11-15 13:26:24.000000008,648,Medium,147712.95,16039,50522.85,2024,11,2024-11,2024Q4
BATCH-01340,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-04,Lonza Group AG,Switzerland,0.97,WH-LA-01,Latin America,2023-04-12,44818,43449,1,Pass,Not Applicable,42650,38416,37813,35021,33875,29892,7.3,2023-04-27,14.8,2023-05-15,17.5,2023-05-16,1.0,2023-07-25,70.0,2023-08-01,6.9,2023-08-09,7.9,2023-08-15,5.7,125,17.5,0,32.9,35.9,85,92.4,2026-04-26 20:09:36.000000008,991,High,107563.2,14926,35822.4,2023,4,2023-04,2023Q2
BATCH-01341,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem  ,China,0.83,WH-AP-01,Asia-Pacific,2024-02-08,41182,39924,1,Pass,Not Applicable,38877,35018,34468,31923,30879,27249,40.7,2024-02-13,5.4,2024-03-02,17.7,2024-03-06,4.5,2024-04-14,38.7,2024-04-19,5.1,2024-04-20,1.0,2024-05-04,14.0,86,17.7,0,24.3,50.8,45,98.24,2027-02-12 20:09:36.000000008,1028,Low,98836.8,13933,33439.2,2024,2,2024-02,2024Q1
BATCH-01342,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-01,Aurobindo API Ltd,India,0.94,WH-ME-01,Middle East & Africa,2024-09-29,33891,32856,1,Pass,Not Applicable,31994,28818,28366,26271,25412,22424,21.2,2024-10-15,16.3,2024-10-29,14.0,2024-11-03,4.8,2024-12-30,57.4,2025-01-16,17.0,2025-01-26,10.5,2025-02-07,12.1,131,14.0,0,5.0,42.6,84,96.23,2026-04-15 22:04:48.000000008,444,Medium,325353.6,11467,110083.2,2024,9,2024-09,2024Q3
BATCH-01343,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-05,Cambrex Corporation,USA,0.95,WH-EU-01,Europe,2024-10-06,26364,25559,1,Pass,Not Applicable,24731,22276,21926,20307,19643,17334,15.5,2024-10-15,8.9,2024-11-07,23.0,2024-11-10,2.9,2025-01-03,54.3,2025-01-10,7.5,2025-01-16,6.3,2025-01-23,6.6,109,23.0,0,18.9,82.0,67,96.76,2027-04-16 04:48:00.000000000,820,Medium,48773.4,9030,16705.5,2024,10,2024-10,2024Q4
BATCH-01344,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-08,Siegfried Holding,Germany,0.96,WH-EU-01,Europe,2023-03-25,23335,22622,1,Pass,Not Applicable,21701,19547,19240,17819,17236,15210,22.3,2023-04-07,12.8,2023-05-02,25.2,2023-05-06,4.2,2023-06-15,39.8,2023-06-20,4.6,2023-06-21,1.0,2023-07-01,10.3,98,25.2,0,23.5,53.7,46,98.31,2025-10-06 04:48:00.000000000,838,Low,43169.75,8125,15031.25,2023,3,2023-03,2023Q1
BATCH-01345,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-01,Aurobindo API Ltd,India,0.94,WH-NA-01,North America,2024-08-31,56487,54761,1,Pass,Not Applicable,53216,47934,47181,43697,42267,37298,18.9,2024-09-11,11.2,2024-09-18,7.4,2024-09-23,4.8,2024-10-09,16.3,2024-10-17,8.2,2024-10-22,5.3,2024-10-29,7.5,59,7.4,0,5.4,62.7,29,97.96,2025-12-11 14:24:00.000000000,415,Low,694790.1,19189,236024.7,2024,8,2024-08,2024Q3
BATCH-01346,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-LA-01,Latin America,2025-08-18,45307,43923,1,Pass,Not Applicable,42721,38480,37876,35079,33931,29942,40.4,2025-08-29,10.8,2025-09-15,16.6,2025-09-17,2.2,2025-10-25,38.1,2025-11-02,7.8,2025-11-03,1.2,2025-11-04,1.0,78,16.6,0,24.6,54.1,47,98.1,2028-02-28 04:48:00.000000000,847,Low,83817.95,15365,28425.25,2025,8,2025-08,2025Q3
BATCH-01347,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-05,Cambrex Corporation,USA,0.95,WH-LA-01,Latin America,2025-02-15,24558,23808,1,Pass,Not Applicable,23317,21002,20672,19145,18519,16342,10.1,2025-02-25,10.4,2025-03-09,11.7,2025-03-14,5.3,2025-04-13,30.4,2025-04-20,7.3,2025-04-24,4.5,2025-04-25,1.0,69,11.7,0,30.7,57.1,41,95.08,2028-02-25 20:09:36.000000008,1037,Medium,58939.2,8216,19718.4,2025,2,2025-02,2025Q1
BATCH-01348,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-06,Hikal Speciality,India,0.88,WH-ME-01,Middle East & Africa,2023-08-18,33414,32393,1,Pass,Not Applicable,31757,28605,28156,26077,25224,22258,27.0,2023-08-26,8.0,2023-09-15,19.9,2023-09-19,4.4,2023-10-19,29.7,2023-10-26,7.3,2023-11-03,8.4,2023-11-06,3.4,80,19.9,0,31.5,73.1,45,94.85,2026-08-25 20:09:36.000000008,1026,High,80193.6,11156,26774.4,2023,8,2023-08,2023Q3
BATCH-01349,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-01,Aurobindo API Ltd,India,0.94,WH-NA-01,North America,2025-06-23,28968,28083,0,Fail,Moisture Content Deviation,10532,9487,9338,8648,8365,7382,15.5,2025-07-06,12.6,2025-07-22,15.5,2025-07-26,3.8,2025-09-07,42.8,2025-09-12,4.9,2025-09-16,4.3,2025-09-17,1.0,86,15.5,0,24.0,57.7,52,97.67,2028-07-05 20:09:36.000000008,1023,High,69523.2,21586,51806.4,2025,6,2025-06,2025Q2
BATCH-01350,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-NA-02,North America,2024-11-29,20458,19833,1,Pass,Not Applicable,19538,17599,17323,16044,15519,13694,33.0,2024-12-09,10.1,2024-12-20,11.1,2024-12-24,4.2,2025-01-07,13.9,2025-01-10,2.7,2025-01-17,6.9,2025-01-25,8.1,57,11.1,0,19.6,70.5,24,99.28,2027-12-09 20:09:36.000000008,1056,Low,49099.2,6764,16233.6,2024,11,2024-11,2024Q4
BATCH-01351,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-01,Aurobindo API Ltd,India,0.94,WH-ME-01,Middle East & Africa,2023-03-15,35405,34323,1,Pass,Not Applicable,33208,29912,29442,27268,26376,23275,18.4,2023-03-22,7.1,2023-04-17,25.7,2023-04-22,5.1,2023-05-16,24.3,2023-05-18,2.4,2023-05-25,6.8,2023-05-30,4.8,76,25.7,0,4.7,51.8,33,99.0,2024-09-19 22:04:48.000000008,483,Low,339888.0,12130,116448.0,2023,3,2023-03,2023Q1
BATCH-01352,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-08,Siegfried Holding,Germany,0.96,WH-NA-01,North America,2023-05-16,27598,26755,1,Pass,Not Applicable,25542,23007,22646,20974,20288,17903,9.9,2023-05-24,7.9,2023-06-11,18.0,2023-06-18,7.5,2023-07-10,21.8,2023-07-16,6.4,2023-07-21,4.5,2023-07-30,8.7,75,18.0,0,7.0,49.6,33,97.92,2024-11-21 22:04:48.000000008,489,Low,264940.8,9695,93072.0,2023,5,2023-05,2023Q2
BATCH-01353,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-06,Hikal Speciality,India,0.88,WH-AP-01,Asia-Pacific,2025-07-12,22025,21352,1,Pass,Not Applicable,20876,18804,18509,17142,16581,14632,25.3,2025-07-19,7.1,2025-08-07,18.6,2025-08-12,4.9,2025-09-16,35.4,2025-09-22,5.8,2025-09-30,7.6,2025-10-09,8.8,89,18.6,0,22.0,,49,98.43,2028-07-18 20:09:36.000000008,1022,Low,52860.0,7393,17743.2,2025,7,2025-07,2025Q3
BATCH-01354,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-EU-01,Europe,2023-08-24,17655,17116,0,Fail,Assay Potency Deviation,7327,6600,6496,6016,5819,5135,30.8,2023-09-02,9.4,2023-10-09,36.8,2023-10-14,5.2,2023-11-09,26.2,2023-11-17,7.8,2023-11-21,4.1,2023-12-01,9.8,99,36.8,0,24.4,59.3,38,98.05,2026-09-01 20:09:36.000000008,1015,High,42372.0,12520,30048.0,2023,8,2023-08,2023Q3
BATCH-01355,DrugB,Betacor,Hypertension,Capsule,0,24,3.15,SUP-01,Aurobindo API Ltd,India,0.94,WH-ME-01,Middle East & Africa,2023-04-15,17038,16518,1,Pass,Not Applicable,16154,14550,14322,13264,12830,11322,10.0,2023-04-27,12.5,2023-05-22,24.8,2023-05-26,4.3,2023-06-22,27.4,2023-06-27,5.0,2023-07-04,6.5,2023-07-07,3.3,83,24.8,0,29.0,65.6,39,97.43,2025-04-26 13:26:24.000000008,662,Low,53669.7,5716,18005.4,2023,4,2023-04,2023Q2
BATCH-01356,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-05,Cambrex Corporation,USA,0.95,WH-ME-01,MEA,2024-03-25,28113,27254,1,Pass,Not Applicable,26077,23488,23119,21412,20711,18276,10.2,2024-04-03,8.9,2024-04-19,16.5,2024-04-26,6.9,2024-06-07,42.4,2024-06-11,4.3,2024-06-18,6.9,2024-06-27,9.1,94,16.5,0,29.9,46.4,53,94.97,2027-04-03 20:09:36.000000008,1019,High,67471.2,9837,23608.8,2024,3,2024-03,2024Q1
BATCH-01357,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-01,Aurobindo API Ltd,India,0.94,WH-ME-01,Middle East & Africa,2024-06-13,31706,30737,1,Pass,Not Applicable,30537,27506,27074,25075,24255,21403,16.6,2024-06-27,13.9,2024-07-14,16.6,2024-07-16,1.8,2024-08-17,32.0,2024-08-27,10.5,2024-09-02,6.4,2024-09-05,3.2,84,16.6,0,32.8,50.6,48,93.21,2026-12-27 04:48:00.000000000,846,High,58656.1,10303,19060.55,2024,6,2024-06,2024Q2
BATCH-01358,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-05,Cambrex Corporation,USA,0.95,WH-NA-02,North America,2024-07-27,22751,22056,1,Pass,Not Applicable,21626,19479,19173,17757,17176,15157,15.4,2024-08-07,10.6,2024-08-24,16.6,2024-08-25,1.4,2024-10-04,40.1,2024-10-09,4.8,2024-10-16,6.7,2024-10-26,9.8,91,16.6,0,27.4,55.8,52,97.71,2027-02-06 04:48:00.000000000,843,Low,42089.35,7594,14048.9,2024,7,2024-07,2024Q3
BATCH-01359,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-AP-01,Asia-Pacific,2024-11-09,43188,41869,1,Pass,Not Applicable,40552,36527,35954,33299,32210,28423,36.1,2024-11-19,10.1,2024-12-14,25.5,2024-12-18,4.2,2025-01-07,19.9,2025-01-16,8.5,2025-01-20,3.8,2025-02-01,11.9,84,25.5,0,25.2,35.0,33,98.21,2027-05-21 04:48:00.000000000,851,Low,79897.8,14765,27315.25,2024,11,2024-11,2024Q4
BATCH-01360,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-LA-01,Latin America,2025-10-08,31967,30990,1,Pass,Not Applicable,29774,26819,26398,24449,23649,20869,37.8,2025-10-19,11.1,2025-11-07,18.6,2025-11-12,5.0,2025-12-07,25.1,2025-12-14,7.2,2025-12-18,3.9,2025-12-28,9.9,81,18.6,0,26.2,,-10,96.69,2028-10-18 20:09:36.000000008,1035,Medium,76720.8,11098,26635.2,2025,10,2025-10,2025Q4
BATCH-01361,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-02,Divis Laboratories,India,0.96,WH-ME-01,Middle East & Africa,2025-01-28,41869,40590,1,Pass,Not Applicable,39978,36010,35445,32828,31754,28021,18.1,2025-02-12,15.2,2025-03-01,17.3,2025-03-02,1.0,2025-05-18,76.7,2025-06-01,14.1,2025-06-05,3.8,2025-06-11,6.3,134,17.3,0,26.6,61.4,95,93.95,2027-08-14 04:48:00.000000000,800,High,77457.65,13848,25618.8,2025,1,2025-01,2025Q1
BATCH-01362,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-02,Divis Laboratories,India,0.96,WH-NA-01,North America,2023-02-09,30430,29500,1,Pass,Not Applicable,28284,25476,25076,23224,22464,19823,13.8,2023-02-16,6.9,2023-03-09,21.3,2023-03-13,4.0,2023-04-09,27.4,2023-04-16,7.3,2023-04-17,1.0,2023-04-26,9.3,76,21.3,0,26.4,43.5,35,97.83,2026-02-15 20:09:36.000000008,1035,Low,73032.0,10607,25456.8,2023,2,2023-02,2023Q1
BATCH-01363,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-02,Divis Laboratories,India,0.96,WH-ME-01,Middle East & Africa,2023-04-13,23610,22889,1,Pass,Not Applicable,22775,20514,20192,18701,18089,15962,15.8,2023-04-29,16.0,2023-05-29,30.0,2023-06-02,3.7,2023-06-04,2.1,2023-06-13,9.3,2023-06-24,10.5,2023-06-25,1.0,73,30.0,0,34.2,,22,97.48,2025-10-28 04:48:00.000000000,857,Low,43678.5,7648,14148.8,2023,4,2023-04,2023Q2
BATCH-01364,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-01,Aurobindo API Ltd,India,0.94,WH-EU-01,Europe,2023-01-18,34473,33420,1,Pass,Not Applicable,32238,29038,28582,26471,25605,22595,16.6,2023-02-01,13.9,2023-02-20,19.4,2023-02-25,5.1,2023-04-12,46.2,2023-04-20,7.6,2023-04-23,3.0,2023-04-24,1.0,96,19.4,0,19.9,51.0,57,98.67,2026-01-31 20:09:36.000000008,1014,Low,82735.2,11878,28507.2,2023,1,2023-01,2023Q1
BATCH-01365,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-02,Divis Laboratories,India,0.96,WH-NA-01,north america,2024-02-08,19335,18744,1,Pass,Not Applicable,18606,16759,16496,15278,14778,13041,18.0,2024-02-19,10.9,2024-03-07,17.4,2024-03-12,4.6,2024-04-08,27.3,2024-04-13,4.9,2024-04-17,4.2,2024-04-26,8.9,78,17.4,0,28.9,43.3,36,97.4,2026-08-20 04:48:00.000000000,855,Low,35769.75,6294,11643.9,2024,2,2024-02,2024Q1
BATCH-01366,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-06,Hikal Speciality,India,0.88,WH-AP-01,Asia-Pacific,2024-01-01,41215,39956,1,Pass,Not Applicable,38749,34903,34355,31818,30777,27158,24.2,2024-01-16,14.5,2024-02-16,30.7,2024-02-17,1.3,2024-04-01,44.4,2024-04-03,2.0,2024-04-12,8.5,2024-04-24,12.2,114,30.7,0,21.5,43.6,55,98.98,2026-07-17 04:48:00.000000000,826,Low,76247.75,14057,26005.45,2024,1,2024-01,2024Q1
BATCH-01367,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-LA-01,Latin America,2025-07-28,22168,21491,1,Pass,Not Applicable,21297,19183,18882,17488,16916,14927,29.5,2025-08-07,10.0,2025-09-03,27.0,2025-09-05,2.4,2025-10-13,38.4,2025-10-21,8.1,2025-10-27,5.6,2025-10-29,2.1,93,27.0,0,31.2,75.1,52,93.41,2028-08-06 20:09:36.000000008,1014,High,53203.2,7241,17378.4,2025,7,2025-07,2025Q3
BATCH-01368,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-NA-01,North America,2024-01-28,48323,46847,1,Pass,Not Applicable,45122,40643,40005,37051,35839,31625,35.0,2024-02-09,11.9,2024-03-06,26.1,2024-03-09,2.8,2024-04-28,49.9,2024-05-08,10.0,2024-05-14,5.5,2024-05-21,7.1,114,26.1,0,33.0,56.2,66,91.11,2027-02-08 20:09:36.000000008,1000,High,115975.2,16698,40075.2,2024,1,2024-01,2024Q1
BATCH-01369,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-NA-01,North America,2023-03-08,28505,27634,0,Fail,Assay Potency Deviation,16659,15005,14769,13678,13231,11675,36.8,2023-03-17,9.4,2023-04-12,26.4,2023-04-17,5.1,2023-05-25,38.2,2023-05-26,1.0,2023-05-28,2.0,2023-06-06,8.8,90,26.4,0,,54.7,41,98.94,2026-03-16 20:09:36.000000008,1023,High,68412.0,16830,40392.0,2023,3,2023-03,2023Q1
BATCH-01370,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-ME-01,MEA,2025-06-11,51342,49774,1,Pass,Not Applicable,48861,44011,43320,40121,38808,34245,31.0,2025-06-25,13.9,2025-07-10,15.4,2025-07-15,4.6,2025-08-20,35.9,2025-08-29,9.5,2025-09-08,10.3,2025-09-13,4.5,94,15.4,0,31.2,61.6,55,94.56,2028-06-24 20:09:36.000000008,1020,High,123220.8,17097,41032.8,2025,6,2025-06,2025Q2
BATCH-01371,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-05,Cambrex Corporation,USA,0.95,WH-ME-01,Middle East & Africa,2023-09-24,20507,19881,1,Pass,Not Applicable,19482,17548,17273,15997,15474,13655,13.3,2023-10-03,8.9,2023-10-11,8.0,2023-10-14,3.1,2023-12-14,60.7,2023-12-17,2.9,2023-12-23,6.3,2023-12-29,5.6,96,8.0,0,24.7,51.0,70,95.2,2026-10-02 20:09:36.000000008,1014,Medium,49216.8,6852,16444.8,2023,9,2023-09,2023Q3
BATCH-01372,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-NA-01,North America,2025-07-04,24719,23964,1,Pass,Not Applicable,23610,21266,20932,19386,18752,16547,25.7,2025-07-15,10.8,2025-08-09,24.8,2025-08-13,4.2,2025-08-14,1.0,2025-08-19,5.5,2025-08-22,2.7,2025-08-31,9.5,58,24.8,0,4.4,45.8,9,100.0,2026-10-14 14:24:00.000000000,418,Low,304043.7,8172,100515.6,2025,7,2025-07,2025Q3
BATCH-01373,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-08,Siegfried Holding,Germany,0.96,WH-ME-01,Middle East & Africa,2025-02-13,38561,37383,1,Pass,Not Applicable,36118,32533,32022,29657,28687,25314,19.4,2025-02-26,13.0,2025-03-17,19.5,2025-03-19,2.4,2025-04-04,16.1,2025-04-12,8.2,2025-04-16,3.9,2025-04-23,7.4,69,19.5,0,25.5,34.6,-9,97.49,2028-02-26 20:09:36.000000008,1046,Low,92546.4,13247,31792.8,2025,2,2025-02,2025Q1
BATCH-01374,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-02,Divis Laboratories,India,0.96,WH-ME-01,Middle East & Africa,2025-05-26,53724,52083,0,Fail,Content Uniformity Failure,28430,25608,25206,23345,22581,19926,18.1,2025-06-09,14.1,2025-07-01,22.0,2025-07-08,7.1,2025-08-02,25.1,2025-08-12,10.4,2025-08-23,11.1,2025-08-30,7.5,96,22.0,0,4.3,54.0,46,97.76,2026-12-08 22:04:48.000000008,472,High,515750.4,33798,324460.8,2025,5,2025-05,2025Q2
BATCH-01375,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-04,Lonza Group AG,Switzerland,0.97,WH-ME-01,Middle East & Africa,2025-03-31,66170,64149,1,Pass,Not Applicable,63314,57029,56134,51989,50288,44376,20.5,2025-04-09,8.5,2025-05-05,26.2,2025-05-10,4.9,2025-05-20,9.5,2025-05-29,8.6,2025-06-03,5.1,2025-06-06,3.1,67,26.2,0,6.1,54.2,24,99.29,2026-07-09 14:24:00.000000000,401,Low,813891.0,21794,268066.2,2025,3,2025-03,2025Q1
BATCH-01376,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-04,Lonza Group AG,Switzerland,0.97,WH-NA-02,North America,2023-05-30,33436,32415,1,Pass,Not Applicable,31233,28133,27691,25646,24807,21890,9.5,2023-06-12,13.3,2023-06-29,17.0,2023-07-04,5.2,2023-08-04,31.4,2023-08-13,8.7,2023-08-16,2.8,2023-08-23,6.9,85,17.0,0,25.1,58.0,43,97.95,2026-06-11 20:09:36.000000008,1030,Low,80246.4,11546,27710.4,2023,5,2023-05,2023Q2
BATCH-01377,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-06,Hikal Speciality,India,0.88,WH-AP-01,Asia-Pacific,2024-10-01,71101,68929,1,Pass,Not Applicable,67473,60775,59821,55404,53591,47290,28.5,2024-10-09,8.1,2024-10-27,17.7,2024-11-02,6.1,2024-12-02,29.6,2024-12-11,9.4,2024-12-15,4.3,2024-12-20,5.4,80,17.7,0,28.3,45.4,43,97.53,2027-04-10 04:48:00.000000000,846,Low,131536.85,23811,44050.35,2024,10,2024-10,2024Q4
BATCH-01378,DrugB,Betacor,Hypertension,Capsule,0,24,3.15,SUP-05,Cambrex Corporation,USA,0.95,WH-ME-01,Middle East & Africa,2024-02-22,29096,28207,1,Pass,Not Applicable,27343,24629,24242,22452,21717,19164,15.7,2024-02-27,4.5,2024-03-08,9.9,2024-03-14,5.5,2024-05-11,57.5,2024-05-18,7.3,2024-05-25,6.7,2024-05-31,5.6,99,9.9,0,29.3,69.6,72,93.4,2026-02-26 13:26:24.000000008,642,High,91652.4,9932,31285.8,2024,2,2024-02,2024Q1
BATCH-01379,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-ME-01,Middle East & Africa,2024-10-09,52129,50537,1,Pass,Not Applicable,49247,44359,43663,40439,39116,34517,34.3,2024-10-18,8.8,2024-11-09,22.0,2024-11-13,4.0,2024-12-21,38.4,2025-01-02,11.5,2025-01-09,7.0,2025-01-14,4.8,97,22.0,0,33.6,58.1,57,93.61,2027-04-19 04:48:00.000000000,830,High,96438.65,17612,32582.2,2024,10,2024-10,2024Q4
BATCH-01380,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-08,Siegfried Holding,Germany,0.96,WH-AP-01,Asia-Pacific,2025-01-10,22121,21445,1,Pass,Not Applicable,20866,18795,18500,17134,16573,14624,13.5,2025-01-24,13.5,2025-02-15,22.0,2025-02-19,3.7,2025-03-27,36.2,2025-04-01,5.5,2025-04-07,6.2,2025-04-14,6.9,94,22.0,0,22.4,53.6,47,98.57,2028-01-24 20:09:36.000000008,1022,Low,53090.4,7497,17992.8,2025,1,2025-01,2025Q1
BATCH-01381,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-04,Lonza Group AG,Switzerland,0.97,WH-NA-02,north america,2024-05-13,39202,38004,1,Pass,Not Applicable,36580,32949,32432,30037,29054,25638,9.7,2024-05-24,11.0,2024-06-12,18.7,2024-06-18,5.9,2024-07-21,33.2,2024-07-25,4.4,2024-07-30,5.0,2024-08-03,3.5,82,18.7,0,22.2,51.7,42,97.9,2027-05-24 20:09:36.000000008,1028,Low,94084.8,13564,32553.6,2024,5,2024-05,2024Q2
BATCH-01382,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-NA-01,North America,2023-12-01,12289,11914,1,Pass,Not Applicable,11543,10397,10234,9478,9168,8090,29.6,2023-12-10,9.4,2023-12-26,16.5,2023-12-30,4.0,2024-01-20,21.1,2024-01-23,2.7,2024-01-29,5.8,2024-02-05,7.0,66,16.5,0,25.1,59.7,30,97.49,2026-12-09 20:09:36.000000008,1045,Low,29493.6,4199,10077.6,2023,12,2023-12,2023Q4
BATCH-01383,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-02,Divis Laboratories,India,,WH-NA-02,North America,2025-06-25,20515,19888,1,Pass,Not Applicable,19366,17444,17170,15902,15382,13574,13.0,2025-07-06,11.2,2025-08-10,34.8,2025-08-13,2.9,2025-10-08,56.0,2025-10-17,8.5,2025-10-21,4.1,2025-10-27,5.5,124,34.8,0,22.8,65.3,69,97.47,2028-01-05 04:48:00.000000000,806,Low,37952.75,6941,12840.85,2025,6,2025-06,2025Q2
BATCH-01384,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-08,Siegfried Holding,Germany,0.96,WH-NA-01,North America,2024-10-18,39975,38754,1,Pass,Not Applicable,37621,33887,33355,30892,29881,26368,10.0,2024-10-29,11.1,2024-11-10,11.8,2024-11-17,6.9,2025-01-18,61.8,2025-01-23,4.8,2025-01-31,8.4,2025-02-03,3.3,108,11.8,0,5.3,,75,98.17,2026-01-28 14:24:00.000000000,362,Low,491692.5,13607,167366.1,2024,10,2024-10,2024Q4
