date,year_month,drug_code,brand_name,region,units_demanded,units_fulfilled,units_backordered,fill_rate_pct,revenue_usd
2024-12-01,2024-12,DrugB,Betacor,Latin America,5465,5228,237,95.66,42817.32
2024-12-01,2024-12,DrugB,Betacor,Middle East & Africa,3508,3449,59,98.33,28247.31
2024-12-01,2024-12,DrugC,Cholestat,North America,17790,17516,274,98.46,560161.68
2024-12-01,2024-12,DrugC,Cholestat,Europe,13883,13883,0,100.0,443978.34
2024-12-01,2024-12,DrugC,Cholestat,Asia-Pacific,10923,10270,653,94.02,328434.6
2024-12-01,2024-12,DrugC,Cholestat,Latin America,4846,4640,206,95.74,148387.2
2024-12-01,2024-12,DrugC,Cholestat,Middle East & Africa,3644,3348,296,91.87,107069.04
2025-01-01,2025-01,DrugY,Cardiovex,North America,104103,101427,2676,97.43,632904.48
2025-01-01,2025-01,DrugY,Cardiovex,Europe,85185,85185,0,100.0,531554.4
2025-01-01,2025-01,DrugY,Cardiovex,Asia-Pacific,63022,59374,3648,94.21,370493.76
2025-01-01,2025-01,DrugY,Cardiovex,Latin America,27889,26364,1525,94.53,164511.36
2025-01-01,2025-01,DrugY,Cardiovex,Middle East & Africa,18653,17018,1635,91.23,106192.32
2025-01-01,2025-01,DrugX,Nephrolyte,North America,62090,61206,884,98.58,294400.86
2025-01-01,2025-01,DrugX,Nephrolyte,Europe,49378,47933,1445,97.07,230557.73
2025-01-01,2025-01,DrugX,Nephrolyte,Asia-Pacific,39537,38990,547,98.62,187541.9
2025-01-01,2025-01,DrugX,Nephrolyte,Latin America,17181,16642,539,96.86,80048.02
2025-01-01,2025-01,DrugX,Nephrolyte,Middle East & Africa,12843,12254,589,95.41,58941.74
2025-01-01,2025-01,DrugA,Angiotrol,North America,25338,25257,81,99.68,630414.72
2025-01-01,2025-01,DrugA,Angiotrol,Europe,17891,15764,2127,88.11,393469.44
2025-01-01,2025-01,DrugA,Angiotrol,Asia-Pacific,16169,14723,1446,91.06,367486.08
2025-01-01,2025-01,DrugA,Angiotrol,Latin America,8124,8124,0,100.0,202775.04
2025-01-01,2025-01,DrugA,Angiotrol,Middle East & Africa,5281,4695,586,88.91,117187.2
2025-01-01,2025-01,DrugB,Betacor,North America,16654,15627,1027,93.83,127985.13
2025-01-01,2025-01,DrugB,Betacor,Europe,13900,12512,1388,90.01,102473.28
2025-01-01,2025-01,DrugB,Betacor,Asia-Pacific,12307,11682,625,94.92,95675.58
2025-01-01,2025-01,DrugB,Betacor,Latin America,5081,4892,189,96.28,40065.48
2025-01-01,2025-01,DrugB,Betacor,Middle East & Africa,3604,3236,368,89.8,26502.84
2025-01-01,2025-01,DrugC,Cholestat,North America,18850,17754,1096,94.19,567772.92
2025-01-01,2025-01,DrugC,Cholestat,Europe,13737,13684,53,99.61,437614.32
2025-01-01,2025-01,DrugC,Cholestat,Asia-Pacific,10605,10005,600,94.34,319959.9
2025-01-01,2025-01,DrugC,Cholestat,Latin America,5508,5250,258,95.32,167895.0
2025-01-01,2025-01,DrugC,Cholestat,Middle East & Africa,3443,3209,234,93.22,102623.82
2025-02-01,2025-02,DrugY,Cardiovex,North America,95665,87516,8149,91.48,546099.84
2025-02-01,2025-02,DrugY,Cardiovex,Europe,72660,69452,3208,95.59,433380.48
2025-02-01,2025-02,DrugY,Cardiovex,Asia-Pacific,57681,53561,4120,92.86,334220.64
2025-02-01,2025-02,DrugY,Cardiovex,Latin America,27120,25511,1609,94.07,159188.64
2025-02-01,2025-02,DrugY,Cardiovex,Middle East & Africa,20897,19353,1544,92.61,120762.72
2025-02-01,2025-02,DrugX,Nephrolyte,North America,58389,57963,426,99.27,278802.03
2025-02-01,2025-02,DrugX,Nephrolyte,Europe,44312,42600,1712,96.14,204906.0
2025-02-01,2025-02,DrugX,Nephrolyte,Asia-Pacific,40271,40271,0,100.0,193703.51
2025-02-01,2025-02,DrugX,Nephrolyte,Latin America,18326,16966,1360,92.58,81606.46
2025-02-01,2025-02,DrugX,Nephrolyte,Middle East & Africa,11647,11231,416,96.43,54021.11
2025-02-01,2025-02,DrugA,Angiotrol,North America,26202,25910,292,98.88,646713.6
2025-02-01,2025-02,DrugA,Angiotrol,Europe,17870,16304,1566,91.24,406947.84
2025-02-01,2025-02,DrugA,Angiotrol,Asia-Pacific,17156,16557,599,96.51,413262.72
2025-02-01,2025-02,DrugA,Angiotrol,Latin America,7428,6964,464,93.76,173821.44
2025-02-01,2025-02,DrugA,Angiotrol,Middle East & Africa,4933,4633,300,93.93,115639.68
2025-02-01,2025-02,DrugB,Betacor,North America,16757,16018,739,95.59,131187.42
2025-02-01,2025-02,DrugB,Betacor,Europe,15414,14938,476,96.91,122342.22
2025-02-01,2025-02,DrugB,Betacor,Asia-Pacific,10900,10234,666,93.89,83816.46
2025-02-01,2025-02,DrugB,Betacor,Latin America,5097,4563,534,89.53,37370.97
2025-02-01,2025-02,DrugB,Betacor,Middle East & Africa,3690,3673,17,99.55,30081.87
2025-02-01,2025-02,DrugC,Cholestat,North America,17862,16875,987,94.47,539662.5
2025-02-01,2025-02,DrugC,Cholestat,Europe,13434,12852,582,95.67,411006.96
2025-02-01,2025-02,DrugC,Cholestat,Asia-Pacific,11344,10835,509,95.51,346503.3
2025-02-01,2025-02,DrugC,Cholestat,Latin America,5211,4916,295,94.34,157213.68
2025-02-01,2025-02,DrugC,Cholestat,Middle East & Africa,3775,3334,441,88.32,106621.32
2025-03-01,2025-03,DrugY,Cardiovex,North America,88830,88363,467,99.47,551385.12
2025-03-01,2025-03,DrugY,Cardiovex,Europe,73714,70977,2737,96.29,442896.48
2025-03-01,2025-03,DrugY,Cardiovex,Asia-Pacific,59884,54736,5148,91.4,341552.64
2025-03-01,2025-03,DrugY,Cardiovex,Latin America,28271,26970,1301,95.4,168292.8
2025-03-01,2025-03,DrugY,Cardiovex,Middle East & Africa,22252,21072,1180,94.7,131489.28
2025-03-01,2025-03,DrugX,Nephrolyte,North America,59916,57617,2299,96.16,277137.77
2025-03-01,2025-03,DrugX,Nephrolyte,Europe,47614,44816,2798,94.12,215564.96
2025-03-01,2025-03,DrugX,Nephrolyte,Asia-Pacific,34264,31521,2743,92.0,151616.01
2025-03-01,2025-03,DrugX,Nephrolyte,Latin America,15988,14982,1006,93.71,72063.42
2025-03-01,2025-03,DrugX,Nephrolyte,Middle East & Africa,10934,10596,338,96.91,50966.76
2025-03-01,2025-03,DrugA,Angiotrol,North America,20247,19857,390,98.07,495630.72
2025-03-01,2025-03,DrugA,Angiotrol,Europe,18715,18715,0,100.0,467126.4
2025-03-01,2025-03,DrugA,Angiotrol,Asia-Pacific,15370,14640,730,95.25,365414.4
2025-03-01,2025-03,DrugA,Angiotrol,Latin America,7419,6819,600,91.92,170202.24
2025-03-01,2025-03,DrugA,Angiotrol,Middle East & Africa,4914,4766,148,96.99,118959.36
2025-03-01,2025-03,DrugB,Betacor,North America,16781,16737,44,99.74,137076.03
2025-03-01,2025-03,DrugB,Betacor,Europe,12812,12089,723,94.36,99008.91
2025-03-01,2025-03,DrugB,Betacor,Asia-Pacific,11174,10423,751,93.28,85364.37
2025-03-01,2025-03,DrugB,Betacor,Latin America,4721,4486,235,95.03,36740.34
2025-03-01,2025-03,DrugB,Betacor,Middle East & Africa,3509,3410,99,97.19,27927.9
2025-03-01,2025-03,DrugC,Cholestat,North America,16619,16296,323,98.06,521146.08
2025-03-01,2025-03,DrugC,Cholestat,Europe,14231,14103,128,99.1,451013.94
2025-03-01,2025-03,DrugC,Cholestat,Asia-Pacific,10662,10355,307,97.12,331152.9
2025-03-01,2025-03,DrugC,Cholestat,Latin America,5349,5198,151,97.18,166232.04
2025-03-01,2025-03,DrugC,Cholestat,Middle East & Africa,3399,3399,0,100.0,108700.02
2025-04-01,2025-04,DrugY,Cardiovex,North America,94330,94330,0,100.0,588619.2
2025-04-01,2025-04,DrugY,Cardiovex,Europe,68853,64619,4234,93.85,403222.56
2025-04-01,2025-04,DrugY,Cardiovex,Asia-Pacific,60667,56665,4002,93.4,353589.6
2025-04-01,2025-04,DrugY,Cardiovex,Latin America,23959,23244,715,97.01,145042.56
2025-04-01,2025-04,DrugY,Cardiovex,Middle East & Africa,19656,17732,1924,90.21,110647.68
2025-04-01,2025-04,DrugX,Nephrolyte,North America,56664,53356,3308,94.16,256642.36
2025-04-01,2025-04,DrugX,Nephrolyte,Europe,42541,42451,90,99.79,204189.31
2025-04-01,2025-04,DrugX,Nephrolyte,Asia-Pacific,33834,33105,729,97.85,159235.05
2025-04-01,2025-04,DrugX,Nephrolyte,Latin America,15174,14893,281,98.15,71635.33
2025-04-01,2025-04,DrugX,Nephrolyte,Middle East & Africa,11590,10864,726,93.73,52255.84
2025-04-01,2025-04,DrugA,Angiotrol,North America,21654,20572,1082,95.0,513477.12
2025-04-01,2025-04,DrugA,Angiotrol,Europe,18153,16862,1291,92.89,420875.52
2025-04-01,2025-04,DrugA,Angiotrol,Asia-Pacific,14861,14302,559,96.24,356977.92
2025-04-01,2025-04,DrugA,Angiotrol,Latin America,6697,6373,324,95.16,159070.08
2025-04-01,2025-04,DrugA,Angiotrol,Middle East & Africa,4758,4367,391,91.78,109000.32
2025-04-01,2025-04,DrugB,Betacor,North America,13495,13285,210,98.45,108804.15
2025-04-01,2025-04,DrugB,Betacor,Europe,11528,11172,356,96.91,91498.68
2025-04-01,2025-04,DrugB,Betacor,Asia-Pacific,9495,9350,145,98.48,76576.5
2025-04-01,2025-04,DrugB,Betacor,Latin America,4403,4092,311,92.93,33513.48
2025-04-01,2025-04,DrugB,Betacor,Middle East & Africa,3326,3199,127,96.17,26199.81
2025-04-01,2025-04,DrugC,Cholestat,North America,16074,15006,1068,93.36,479891.88
2025-04-01,2025-04,DrugC,Cholestat,Europe,11674,11464,210,98.2,366618.72
2025-04-01,2025-04,DrugC,Cholestat,Asia-Pacific,9897,9118,779,92.13,291593.64
2025-04-01,2025-04,DrugC,Cholestat,Latin America,4598,4598,0,100.0,147044.04
2025-04-01,2025-04,DrugC,Cholestat,Middle East & Africa,3131,2877,254,91.89,92006.46
2025-05-01,2025-05,DrugY,Cardiovex,North America,79590,74868,4722,94.07,467176.32
2025-05-01,2025-05,DrugY,Cardiovex,Europe,68306,68306,0,100.0,426229.44
2025-05-01,2025-05,DrugY,Cardiovex,Asia-Pacific,54224,52467,1757,96.76,327394.08
2025-05-01,2025-05,DrugY,Cardiovex,Latin America,24029,24029,0,100.0,149940.96
2025-05-01,2025-05,DrugY,Cardiovex,Middle East & Africa,17677,17569,108,99.39,109630.56
2025-05-01,2025-05,DrugX,Nephrolyte,North America,44946,44946,0,100.0,216190.26
2025-05-01,2025-05,DrugX,Nephrolyte,Europe,39861,39861,0,100.0,191731.41
2025-05-01,2025-05,DrugX,Nephrolyte,Asia-Pacific,34084,31795,2289,93.28,152933.95
2025-05-01,2025-05,DrugX,Nephrolyte,Latin America,14517,13347,1170,91.94,64199.07
2025-05-01,2025-05,DrugX,Nephrolyte,Middle East & Africa,10759,9868,891,91.72,47465.08
2025-05-01,2025-05,DrugA,Angiotrol,North America,18889,17627,1262,93.32,439969.92
2025-05-01,2025-05,DrugA,Angiotrol,Europe,15884,14877,1007,93.66,371329.92
2025-05-01,2025-05,DrugA,Angiotrol,Asia-Pacific,13471,13246,225,98.33,330620.16
2025-05-01,2025-05,DrugA,Angiotrol,Latin America,5677,5611,66,98.84,140050.56
2025-05-01,2025-05,DrugA,Angiotrol,Middle East & Africa,4325,4238,87,97.99,105780.48
2025-05-01,2025-05,DrugB,Betacor,North America,14538,14505,33,99.77,118795.95
2025-05-01,2025-05,DrugB,Betacor,Europe,10770,10392,378,96.49,85110.48
2025-05-01,2025-05,DrugB,Betacor,Asia-Pacific,8967,8759,208,97.68,71736.21
2025-05-01,2025-05,DrugB,Betacor,Latin America,4347,4244,103,97.64,34758.36
2025-05-01,2025-05,DrugB,Betacor,Middle East & Africa,3061,2967,94,96.91,24299.73
2025-05-01,2025-05,DrugC,Cholestat,North America,14557,13849,708,95.13,442891.02
2025-05-01,2025-05,DrugC,Cholestat,Europe,12043,11314,729,93.95,361821.72
2025-05-01,2025-05,DrugC,Cholestat,Asia-Pacific,9103,8913,190,97.92,285037.74
2025-05-01,2025-05,DrugC,Cholestat,Latin America,4202,3952,250,94.05,126384.96
2025-05-01,2025-05,DrugC,Cholestat,Middle East & Africa,3160,2732,428,86.44,87369.36
2025-06-01,2025-06,DrugY,Cardiovex,North America,80469,72483,7986,90.08,452293.92
2025-06-01,2025-06,DrugY,Cardiovex,Europe,61131,60580,551,99.1,378019.2
2025-06-01,2025-06,DrugY,Cardiovex,Asia-Pacific,51237,48064,3173,93.81,299919.36
2025-06-01,2025-06,DrugY,Cardiovex,Latin America,23191,21513,1678,92.77,134241.12
2025-06-01,2025-06,DrugY,Cardiovex,Middle East & Africa,14829,13581,1248,91.59,84745.44
2025-06-01,2025-06,DrugX,Nephrolyte,North America,43569,42856,713,98.36,206137.36
2025-06-01,2025-06,DrugX,Nephrolyte,Europe,41196,40096,1100,97.33,192861.76
2025-06-01,2025-06,DrugX,Nephrolyte,Asia-Pacific,28823,26477,2346,91.86,127354.37
2025-06-01,2025-06,DrugX,Nephrolyte,Latin America,12993,11910,1083,91.67,57287.1
2025-06-01,2025-06,DrugX,Nephrolyte,Middle East & Africa,8911,8235,676,92.41,39610.35
2025-06-01,2025-06,DrugA,Angiotrol,North America,19332,18091,1241,93.58,451551.36
2025-06-01,2025-06,DrugA,Angiotrol,Europe,16367,16367,0,100.0,408520.32
2025-06-01,2025-06,DrugA,Angiotrol,Asia-Pacific,12536,11258,1278,89.81,280999.68
2025-06-01,2025-06,DrugA,Angiotrol,Latin America,5817,5662,155,97.34,141323.52
2025-06-01,2025-06,DrugA,Angiotrol,Middle East & Africa,3808,3438,370,90.27,85812.48
2025-06-01,2025-06,DrugB,Betacor,North America,14629,13768,861,94.11,112759.92
2025-06-01,2025-06,DrugB,Betacor,Europe,10428,9762,666,93.61,79950.78
2025-06-01,2025-06,DrugB,Betacor,Asia-Pacific,8440,7947,493,94.16,65085.93
2025-06-01,2025-06,DrugB,Betacor,Latin America,3955,3620,335,91.52,29647.8
2025-06-01,2025-06,DrugB,Betacor,Middle East & Africa,2443,2327,116,95.26,19058.13
2025-06-01,2025-06,DrugC,Cholestat,North America,13092,12084,1008,92.3,386446.32
2025-06-01,2025-06,DrugC,Cholestat,Europe,10759,10329,430,96.0,330321.42
2025-06-01,2025-06,DrugC,Cholestat,Asia-Pacific,9208,8106,1102,88.04,259229.88
2025-06-01,2025-06,DrugC,Cholestat,Latin America,3961,3706,255,93.57,118517.88
2025-06-01,2025-06,DrugC,Cholestat,Middle East & Africa,2642,2558,84,96.82,81804.84
2025-07-01,2025-07,DrugY,Cardiovex,North America,76536,73569,2967,96.12,459070.56
2025-07-01,2025-07,DrugY,Cardiovex,Europe,57395,56745,650,98.87,354088.8
2025-07-01,2025-07,DrugY,Cardiovex,Asia-Pacific,44340,43751,589,98.67,273006.24
2025-07-01,2025-07,DrugY,Cardiovex,Latin America,21253,19981,1272,94.01,124681.44
2025-07-01,2025-07,DrugY,Cardiovex,Middle East & Africa,16582,16278,304,98.16,101574.72
2025-07-01,2025-07,DrugX,Nephrolyte,North America,45558,44355,1203,97.36,213347.55
2025-07-01,2025-07,DrugX,Nephrolyte,Europe,35118,34785,333,99.05,167315.85
2025-07-01,2025-07,DrugX,Nephrolyte,Asia-Pacific,29792,29123,669,97.75,140081.63
2025-07-01,2025-07,DrugX,Nephrolyte,Latin America,12523,11972,551,95.6,57585.32
2025-07-01,2025-07,DrugX,Nephrolyte,Middle East & Africa,9173,8439,734,92.0,40591.59
2025-07-01,2025-07,DrugA,Angiotrol,North America,19095,19095,0,100.0,476611.2
2025-07-01,2025-07,DrugA,Angiotrol,Europe,15563,14921,642,95.87,372428.16
2025-07-01,2025-07,DrugA,Angiotrol,Asia-Pacific,12122,11455,667,94.5,285916.8
2025-07-01,2025-07,DrugA,Angiotrol,Latin America,5665,5380,285,94.96,134284.8
2025-07-01,2025-07,DrugA,Angiotrol,Middle East & Africa,4151,3864,287,93.09,96445.44
2025-07-01,2025-07,DrugB,Betacor,North America,13981,13278,703,94.98,108746.82
2025-07-01,2025-07,DrugB,Betacor,Europe,11124,11124,0,100.0,91105.56
2025-07-01,2025-07,DrugB,Betacor,Asia-Pacific,9579,9525,54,99.43,78009.75
2025-07-01,2025-07,DrugB,Betacor,Latin America,4332,3995,337,92.22,32719.05
2025-07-01,2025-07,DrugB,Betacor,Middle East & Africa,2613,2479,134,94.87,20303.01
2025-07-01,2025-07,DrugC,Cholestat,North America,13711,13195,516,96.24,421976.1
2025-07-01,2025-07,DrugC,Cholestat,Europe,10631,10539,92,99.14,337037.22
2025-07-01,2025-07,DrugC,Cholestat,Asia-Pacific,8528,8023,505,94.08,256575.54
2025-07-01,2025-07,DrugC,Cholestat,Latin America,4012,3857,155,96.13,123346.86
2025-07-01,2025-07,DrugC,Cholestat,Middle East & Africa,2678,2493,185,93.1,79726.14
2025-08-01,2025-08,DrugY,Cardiovex,North America,80450,75929,4521,94.38,473796.96
2025-08-01,2025-08,DrugY,Cardiovex,Europe,57570,53096,4474,92.23,331319.04
2025-08-01,2025-08,DrugY,Cardiovex,Asia-Pacific,47424,43707,3717,92.16,272731.68
2025-08-01,2025-08,DrugY,Cardiovex,Latin America,23429,22051,1378,94.12,137598.24
2025-08-01,2025-08,DrugY,Cardiovex,Middle East & Africa,16561,15708,853,94.85,98017.92
2025-08-01,2025-08,DrugX,Nephrolyte,North America,46214,44813,1401,96.97,215550.53
2025-08-01,2025-08,DrugX,Nephrolyte,Europe,38149,35906,2243,94.12,172707.86
2025-08-01,2025-08,DrugX,Nephrolyte,Asia-Pacific,30743,29770,973,96.84,143193.7
2025-08-01,2025-08,DrugX,Nephrolyte,Latin America,14314,12743,1571,89.02,61293.83
2025-08-01,2025-08,DrugX,Nephrolyte,Middle East & Africa,9824,9421,403,95.89,45315.01
2025-08-01,2025-08,DrugA,Angiotrol,North America,19022,18040,982,94.84,450278.4
2025-08-01,2025-08,DrugA,Angiotrol,Europe,15085,14355,730,95.16,358300.8
2025-08-01,2025-08,DrugA,Angiotrol,Asia-Pacific,13224,12455,769,94.19,310876.8
2025-08-01,2025-08,DrugA,Angiotrol,Latin America,6259,5759,500,92.01,143744.64
2025-08-01,2025-08,DrugA,Angiotrol,Middle East & Africa,3670,3348,322,91.23,83566.08
2025-08-01,2025-08,DrugB,Betacor,North America,13589,13197,392,97.11,108083.43
2025-08-01,2025-08,DrugB,Betacor,Europe,11087,10285,802,92.76,84234.15
2025-08-01,2025-08,DrugB,Betacor,Asia-Pacific,8833,8356,477,94.6,68435.64
2025-08-01,2025-08,DrugB,Betacor,Latin America,4298,4022,276,93.58,32940.18
2025-08-01,2025-08,DrugB,Betacor,Middle East & Africa,2885,2740,145,94.96,22440.6
2025-08-01,2025-08,DrugC,Cholestat,North America,14664,14355,309,97.89,459072.9
2025-08-01,2025-08,DrugC,Cholestat,Europe,10316,10316,0,100.0,329905.68
2025-08-01,2025-08,DrugC,Cholestat,Asia-Pacific,8971,8971,0,100.0,286892.58
2025-08-01,2025-08,DrugC,Cholestat,Latin America,4110,3916,194,95.28,125233.68
2025-08-01,2025-08,DrugC,Cholestat,Middle East & Africa,2854,2538,316,88.92,81165.24
2025-09-01,2025-09,DrugY,Cardiovex,North America,79411,77420,1991,97.49,483100.8
2025-09-01,2025-09,DrugY,Cardiovex,Europe,72371,67543,4828,93.33,421468.32
2025-09-01,2025-09,DrugY,Cardiovex,Asia-Pacific,56036,55363,673,98.8,345465.12
2025-09-01,2025-09,DrugY,Cardiovex,Latin America,25406,23767,1639,93.55,148306.08
2025-09-01,2025-09,DrugY,Cardiovex,Middle East & Africa,17509,15549,1960,88.81,97025.76
2025-09-01,2025-09,DrugX,Nephrolyte,North America,54841,54841,0,100.0,263785.21
2025-09-01,2025-09,DrugX,Nephrolyte,Europe,39928,38271,1657,95.85,184083.51
2025-09-01,2025-09,DrugX,Nephrolyte,Asia-Pacific,32735,32735,0,100.0,157455.35
2025-09-01,2025-09,DrugX,Nephrolyte,Latin America,14762,13721,1041,92.95,65998.01
2025-09-01,2025-09,DrugX,Nephrolyte,Middle East & Africa,10547,10034,513,95.14,48263.54
2025-09-01,2025-09,DrugA,Angiotrol,North America,21385,20879,506,97.63,521139.84
2025-09-01,2025-09,DrugA,Angiotrol,Europe,16248,15275,973,94.01,381264.0
2025-09-01,2025-09,DrugA,Angiotrol,Asia-Pacific,12406,11756,650,94.76,293429.76
2025-09-01,2025-09,DrugA,Angiotrol,Latin America,6098,5700,398,93.47,142272.0
2025-09-01,2025-09,DrugA,Angiotrol,Middle East & Africa,4563,4541,22,99.52,113343.36
2025-09-01,2025-09,DrugB,Betacor,North America,13822,13803,19,99.86,113046.57
2025-09-01,2025-09,DrugB,Betacor,Europe,11352,10849,503,95.57,88853.31
2025-09-01,2025-09,DrugB,Betacor,Asia-Pacific,9250,8634,616,93.34,70712.46
2025-09-01,2025-09,DrugB,Betacor,Latin America,4611,4274,337,92.7,35004.06
2025-09-01,2025-09,DrugB,Betacor,Middle East & Africa,3246,3120,126,96.13,25552.8
2025-09-01,2025-09,DrugC,Cholestat,North America,15134,14230,904,94.03,455075.4
2025-09-01,2025-09,DrugC,Cholestat,Europe,13004,12525,479,96.32,400549.5
2025-09-01,2025-09,DrugC,Cholestat,Asia-Pacific,9123,8660,463,94.93,276946.8
2025-09-01,2025-09,DrugC,Cholestat,Latin America,4275,4051,224,94.75,129550.98
2025-09-01,2025-09,DrugC,Cholestat,Middle East & Africa,3071,2874,197,93.6,91910.52
2025-10-01,2025-10,DrugY,Cardiovex,North America,86921,80588,6333,92.71,502869.12
2025-10-01,2025-10,DrugY,Cardiovex,Europe,73143,65354,7789,89.35,407808.96
2025-10-01,2025-10,DrugY,Cardiovex,Asia-Pacific,64867,61583,3284,94.94,384277.92
2025-10-01,2025-10,DrugY,Cardiovex,Latin America,28079,26501,1578,94.38,165366.24
2025-10-01,2025-10,DrugY,Cardiovex,Middle East & Africa,20161,18548,1613,92.0,115739.52
2025-10-01,2025-10,DrugX,Nephrolyte,North America,59809,57699,2110,96.47,277532.19
2025-10-01,2025-10,DrugX,Nephrolyte,Europe,40042,37662,2380,94.06,181154.22
2025-10-01,2025-10,DrugX,Nephrolyte,Asia-Pacific,35586,33512,2074,94.17,161192.72
2025-10-01,2025-10,DrugX,Nephrolyte,Latin America,16917,15510,1407,91.68,74603.1
2025-10-01,2025-10,DrugX,Nephrolyte,Middle East & Africa,10633,9743,890,91.63,46863.83
2025-10-01,2025-10,DrugA,Angiotrol,North America,23390,22905,485,97.93,571708.8
2025-10-01,2025-10,DrugA,Angiotrol,Europe,17306,17046,260,98.5,425468.16
2025-10-01,2025-10,DrugA,Angiotrol,Asia-Pacific,15541,14881,660,95.75,371429.76
2025-10-01,2025-10,DrugA,Angiotrol,Latin America,6495,6234,261,95.98,155600.64
2025-10-01,2025-10,DrugA,Angiotrol,Middle East & Africa,4612,4399,213,95.39,109799.04
2025-10-01,2025-10,DrugB,Betacor,North America,15583,14731,852,94.53,120646.89
2025-10-01,2025-10,DrugB,Betacor,Europe,11929,11620,309,97.41,95167.8
2025-10-01,2025-10,DrugB,Betacor,Asia-Pacific,10311,10116,195,98.1,82850.04
2025-10-01,2025-10,DrugB,Betacor,Latin America,5120,4780,340,93.37,39148.2
2025-10-01,2025-10,DrugB,Betacor,Middle East & Africa,3112,2979,133,95.74,24398.01
2025-10-01,2025-10,DrugC,Cholestat,North America,17219,16109,1110,93.56,515165.82
2025-10-01,2025-10,DrugC,Cholestat,Europe,12257,11670,587,95.21,373206.6
2025-10-01,2025-10,DrugC,Cholestat,Asia-Pacific,11266,10546,720,93.61,337261.08
2025-10-01,2025-10,DrugC,Cholestat,Latin America,4879,4617,262,94.63,147651.66
2025-10-01,2025-10,DrugC,Cholestat,Middle East & Africa,3532,3376,156,95.58,107964.48
2025-11-01,2025-11,DrugY,Cardiovex,North America,103337,99051,4286,95.85,618078.24
2025-11-01,2025-11,DrugY,Cardiovex,Europe,75610,74064,1546,97.96,462159.36
2025-11-01,2025-11,DrugY,Cardiovex,Asia-Pacific,66642,62575,4067,93.9,390468.0
2025-11-01,2025-11,DrugY,Cardiovex,Latin America,29014,28042,972,96.65,174982.08
2025-11-01,2025-11,DrugY,Cardiovex,Middle East & Africa,18681,17406,1275,93.17,108613.44
2025-11-01,2025-11,DrugX,Nephrolyte,North America,59391,57023,2368,96.01,274280.63
2025-11-01,2025-11,DrugX,Nephrolyte,Europe,48095,43452,4643,90.35,209004.12
2025-11-01,2025-11,DrugX,Nephrolyte,Asia-Pacific,38346,35025,3321,91.34,168470.25
2025-11-01,2025-11,DrugX,Nephrolyte,Latin America,18063,17012,1051,94.18,81827.72
2025-11-01,2025-11,DrugX,Nephrolyte,Middle East & Africa,11594,10500,1094,90.56,50505.0
2025-11-01,2025-11,DrugA,Angiotrol,North America,25962,25013,949,96.34,624324.48
2025-11-01,2025-11,DrugA,Angiotrol,Europe,20577,19626,951,95.38,489864.96
2025-11-01,2025-11,DrugA,Angiotrol,Asia-Pacific,14741,14723,18,99.88,367486.08
2025-11-01,2025-11,DrugA,Angiotrol,Latin America,7603,7436,167,97.81,185602.56
2025-11-01,2025-11,DrugA,Angiotrol,Middle East & Africa,4779,4779,0,100.0,119283.84
2025-11-01,2025-11,DrugB,Betacor,North America,18233,18233,0,100.0,149328.27
2025-11-01,2025-11,DrugB,Betacor,Europe,13962,13586,376,97.31,111269.34
2025-11-01,2025-11,DrugB,Betacor,Asia-Pacific,11587,10637,950,91.8,87117.03
2025-11-01,2025-11,DrugB,Betacor,Latin America,5266,5045,221,95.8,41318.55
2025-11-01,2025-11,DrugB,Betacor,Middle East & Africa,3628,3406,222,93.87,27895.14
2025-11-01,2025-11,DrugC,Cholestat,North America,17482,17482,0,100.0,559074.36
2025-11-01,2025-11,DrugC,Cholestat,Europe,13621,13014,607,95.55,416187.72
2025-11-01,2025-11,DrugC,Cholestat,Asia-Pacific,11722,11366,356,96.96,363484.68
2025-11-01,2025-11,DrugC,Cholestat,Latin America,5252,4981,271,94.83,159292.38
2025-11-01,2025-11,DrugC,Cholestat,Middle East & Africa,3409,3093,316,90.74,98914.14
2025-12-01,2025-12,DrugY,Cardiovex,North America,107337,101622,5715,94.68,634121.28
2025-12-01,2025-12,DrugY,Cardiovex,Europe,85189,82136,3053,96.42,512528.64
2025-12-01,2025-12,DrugY,Cardiovex,Asia-Pacific,73531,69590,3941,94.64,434241.6
2025-12-01,2025-12,DrugY,Cardiovex,Latin America,32171,29445,2726,91.53,183736.8
2025-12-01,2025-12,DrugY,Cardiovex,Middle East & Africa,22398,21668,730,96.74,135208.32
2025-12-01,2025-12,DrugX,Nephrolyte,North America,66146,62920,3226,95.12,302645.2
2025-12-01,2025-12,DrugX,Nephrolyte,Europe,52034,52034,0,100.0,250283.54
2025-12-01,2025-12,DrugX,Nephrolyte,Asia-Pacific,39692,38299,1393,96.49,184218.19
2025-12-01,2025-12,DrugX,Nephrolyte,Latin America,18909,17696,1213,93.59,85117.76
2025-12-01,2025-12,DrugX,Nephrolyte,Middle East & Africa,12766,11848,918,92.81,56988.88
2025-12-01,2025-12,DrugA,Angiotrol,North America,27077,25566,1511,94.42,638127.36
2025-12-01,2025-12,DrugA,Angiotrol,Europe,20201,20201,0,100.0,504216.96
2025-12-01,2025-12,DrugA,Angiotrol,Asia-Pacific,17764,16454,1310,92.63,410691.84
2025-12-01,2025-12,DrugA,Angiotrol,Latin America,7399,6521,878,88.13,162764.16
2025-12-01,2025-12,DrugA,Angiotrol,Middle East & Africa,5240,4749,491,90.64,118535.04
