snapshot_month,warehouse_id,warehouse_name,region,drug_code,brand_name,is_cold_chain,unit_cost_usd,units_on_hand,monthly_demand_units,units_issued,safety_stock,reorder_point,months_of_supply,days_to_expiry,units_expiring_soon,warehouse_capacity,inventory_value_usd
2023-03,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,33564.0,15614,14328,7728,26464,2.15,325,1164,540000,322214.4
2023-03,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,42947.0,11821,10519,5851,20036,3.63,344,3342,540000,135283.05
2023-03,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,14085.0,10715,10456,5303,18161,1.31,152,5304,540000,173245.5
2023-03,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,67170.0,34411,34213,17033,58326,1.95,420,12945,540000,124264.5
2023-03,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,187767.0,59369,59369,29387,100629,3.16,409,49350,540000,450640.8
2023-04,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,2884.0,14423,12892,7139,24446,0.2,374,605,540000,27686.4
2023-04,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,26533.0,11251,10289,5569,19070,2.36,503,1315,540000,83578.95
2023-04,WH-EU-01,Rotterdam DC,Europe ,DrugC,Cholestat,1,12.3,12801.0,10812,8549,5351,18325,1.18,209,1896,540000,157452.3
2023-04,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,103475.0,35925,35359,17782,60892,2.88,304,11646,540000,191428.75
2023-04,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,174361.0,58961,55707,29185,99938,2.96,534,17822,540000,418466.4
2023-05,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,2714.0,13570,13273,6717,23001,0.2,329,261,540000,26054.4
2023-05,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,35763.0,10098,8500,4998,17115,3.54,179,7599,540000,112653.45
2023-05,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,2035.0,10179,9617,5038,17252,0.2,103,224,540000,25030.5
2023-05,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,82909.0,31166,29386,15427,52826,2.66,515,13316,540000,153381.65
2023-05,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,226575.0,57970,53588,28695,98259,3.91,396,45156,540000,543780.0
2023-06,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,31432.0,12719,12646,6295,21557,2.47,24,540,540000,301747.2
2023-06,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,34939.0,9517,9240,4710,16130,3.67,173,3333,540000,110057.85
2023-06,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,10339.0,9406,9406,4655,15942,1.1,220,1575,540000,127169.7
2023-06,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,139503.0,34396,32182,17026,58301,4.06,334,21321,540000,258080.55
2023-06,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,77229.0,54132,53006,26795,91753,1.43,605,8864,540000,185349.6
2023-07,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,8193.0,12507,12507,6190,21198,0.66,109,1088,540000,78652.8
2023-07,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,20547.0,9427,9174,4666,15978,2.18,356,991,540000,64723.05
2023-07,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,10697.0,9255,9202,4581,15687,1.16,62,1172,540000,131573.1
2023-07,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,98839.0,31789,28721,15735,53881,3.11,232,2835,540000,182852.15
2023-07,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,171206.0,51769,49528,25625,87747,3.31,467,2187,540000,410894.4
2023-08,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,31534.0,13465,12089,6665,22823,2.34,469,7083,540000,302726.4
2023-08,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,27240.0,8992,8319,4451,15241,3.03,440,2813,540000,85806.0
2023-08,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,19241.0,9696,9366,4799,16434,1.98,78,3240,540000,236664.3
2023-08,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,56927.0,29648,27584,14675,50252,1.92,455,8615,540000,105314.95
2023-08,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,229163.0,53158,51195,26313,90102,4.31,524,18616,540000,549991.2
2023-09,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,43660.0,13743,12552,6802,23293,3.18,248,4097,540000,419136.0
2023-09,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,30001.0,10506,9076,5200,17807,2.86,122,6184,540000,94503.15
2023-09,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,20609.0,8946,8946,4428,15163,2.3,276,5524,540000,253490.7
2023-09,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,66321.0,33264,33264,16465,56381,1.99,368,4555,540000,122693.85
2023-09,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,142101.0,62848,62848,31109,106526,2.26,485,27817,540000,341042.4
2023-10,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,31082.0,17106,14927,8467,28994,1.82,322,4339,540000,298387.2
2023-10,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,20845.0,10983,10896,5436,18615,1.9,219,4705,540000,65661.75
2023-10,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,17996.0,11521,10574,5702,19527,1.56,97,5049,540000,221350.8
2023-10,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,127547.0,39663,39663,19633,67228,3.22,254,7131,540000,235961.95
2023-10,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,152057.0,57578,55563,28501,97594,2.64,539,19824,540000,364936.8
2023-11,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,28240.0,17831,17368,8826,30223,1.58,214,931,540000,271104.0
2023-11,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,26806.0,11466,11466,5675,19434,2.34,388,2148,540000,84438.9
2023-11,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,20257.0,11358,11358,5622,19251,1.78,191,2408,540000,249161.1
2023-11,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,151229.0,37039,32454,18334,62780,4.08,425,21993,540000,279773.65
2023-11,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,206677.0,64873,56189,32112,109959,3.19,424,97402,540000,496024.8
2023-12,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,35545.0,18172,16732,8995,30801,1.96,355,1278,540000,341232.0
2023-12,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,57361.0,13370,13080,6618,22662,4.29,308,4609,540000,180687.15
2023-12,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,22748.0,13099,11967,6484,22202,1.74,524,5613,540000,279800.4
2023-12,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,142064.0,45938,41750,22739,77864,3.09,535,20076,540000,262818.4
2023-12,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,188373.0,71464,67158,35374,121130,2.64,564,46093,540000,452095.2
2024-01,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,49769.0,21266,20779,10526,36045,2.34,88,1780,540000,477782.4
2024-01,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,,13596,12832,6730,23045,3.59,186,1331,540000,153798.75
2024-01,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,25153.0,11315,10675,5600,19178,2.22,224,1650,540000,309381.9
2024-01,WH-EU-01,Rotterdam DC,EU,DrugX,Nephrolyte,0,1.85,130983.0,41015,41015,20302,69520,3.19,520,910,540000,242318.55
2024-01,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,236595.0,69879,69879,34590,118444,3.39,644,43318,540000,567828.0
2024-02,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,33290.0,19931,17388,9865,33782,1.67,226,2777,540000,319584.0
2024-02,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,21167.0,12807,12807,6339,21707,1.65,186,1671,540000,66676.05
2024-02,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,23584.0,13003,11676,6436,22039,1.81,330,5574,540000,290083.2
2024-02,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,155899.0,44958,39556,22254,76203,3.47,457,11398,540000,288413.15
2024-02,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,125531.0,70773,61632,35032,119959,1.77,673,30944,540000,301274.4
2024-03,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,27000.0,18155,17116,8986,30772,1.49,297,3393,540000,259200.0
2024-03,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,38946.0,12320,10296,6098,20882,3.16,5,1363,540000,122679.9
2024-03,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,21741.0,11613,11234,5748,19683,1.87,323,2857,540000,267414.3
2024-03,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,138495.0,39639,35906,19621,67187,3.49,411,11478,540000,256215.75
2024-03,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,196079.0,70333,65398,34814,119213,2.79,572,7821,540000,470589.6
2024-04,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,,16651,15856,8242,28223,2.11,509,3160,540000,337852.8
2024-04,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,46260.0,10766,9840,5329,18248,4.3,398,13798,540000,145719.0
2024-04,WH-EU-01,Rotterdam DC,EU,DrugC,Cholestat,1,12.3,19583.0,11747,10924,5814,19910,1.67,273,2946,540000,240870.9
2024-04,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,136889.0,38635,37686,19124,65486,3.54,412,6700,540000,253244.65
2024-04,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,209629.0,59199,47515,29303,100341,3.54,487,39965,540000,503109.6
2024-05,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,13786.0,14058,13223,6958,23827,0.98,30,3310,540000,132345.6
2024-05,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,30258.0,10138,9917,5018,17183,2.98,435,5764,540000,95312.7
2024-05,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,14584.0,10823,10823,5357,18344,1.35,328,3658,540000,179383.2
2024-05,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,112657.0,35117,33192,17382,59522,3.21,360,25613,540000,208415.45
2024-05,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,93542.0,57867,53360,28644,98084,1.62,452,3983,540000,224500.8
2024-06,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,21037.0,13672,13394,6767,23173,1.54,286,2817,540000,201955.2
2024-06,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,21471.0,9453,8790,4679,16022,2.27,466,1572,540000,67633.65
2024-06,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,20449.0,9517,7934,4710,16130,2.15,376,2586,540000,251522.7
2024-06,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,70390.0,36379,36282,18007,61661,1.93,628,4476,540000,130221.5
2024-06,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,244367.0,58148,56438,28783,98560,4.2,244,77655,540000,586480.8
2024-07,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,13635.0,13106,12483,6487,22214,1.04,470,696,540000,130896.0
2024-07,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,17758.0,9452,8854,4678,16020,1.88,194,2178,540000,55937.7
2024-07,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,10892.0,9654,8868,4778,16362,1.13,175,650,540000,133971.6
2024-07,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,114396.0,33182,27612,16425,56243,3.45,474,734,540000,211632.6
2024-07,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,170323.0,48972,45854,24241,83007,3.48,373,22178,540000,408775.2
2024-08,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,32216.0,14967,13809,7408,25368,2.15,185,337,540000,309273.6
2024-08,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,45496.0,10644,9596,5268,18040,4.27,254,1498,540000,143312.4
2024-08,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,21169.0,10303,9130,5099,17462,2.05,188,1753,540000,260378.7
2024-08,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,141795.0,31761,28878,15721,53834,4.46,342,21855,540000,262320.75
2024-08,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,202197.0,50837,43140,25164,86168,3.98,504,16965,540000,485272.8
2024-09,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,35122.0,16867,15857,8349,28589,2.08,325,11652,540000,337171.2
2024-09,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,42731.0,10515,10463,5204,17822,4.06,469,11978,540000,134602.65
2024-09,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,12524.0,10622,10414,5257,18003,1.18,158,2897,540000,154045.2
2024-09,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,37938.0,32479,30777,16077,55051,1.17,433,2477,540000,70185.3
2024-09,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,126446.0,62903,60659,31136,106619,2.01,276,11638,540000,303470.4
2024-10,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,35639.0,17131,15614,8479,29036,2.08,179,2856,540000,342134.4
2024-10,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,27579.0,11463,10016,5674,19429,2.41,55,5200,540000,86873.85
2024-10,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,3006.0,11044,11013,5466,18718,0.27,19,53,540000,36973.8
2024-10,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,133207.0,39074,35393,19341,66229,3.41,427,16936,540000,246432.95
2024-10,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,167933.0,66110,61625,32724,112056,2.54,378,9883,540000,403039.2
2024-11,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,20806.0,18836,18836,9323,31926,1.1,136,3885,540000,199737.6
2024-11,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,45870.0,13867,13867,6864,23504,3.31,156,1336,540000,144490.5
2024-11,WH-EU-01,Rotterdam DC,EU,DrugC,Cholestat,1,12.3,30855.0,13219,13153,6543,22405,2.33,323,2513,540000,379516.5
2024-11,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,246479.0,42457,42457,21016,71964,5.81,359,15070,540000,455986.15
2024-11,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,352467.0,74840,72263,37045,126853,4.71,550,68283,540000,845920.8
2024-12,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,28885.0,19811,19255,9806,33579,1.46,5,5125,540000,277296.0
2024-12,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,34327.0,13985,13557,6922,23704,2.45,230,977,540000,108130.05
2024-12,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,19759.0,13883,13419,6872,23531,1.42,150,1639,540000,243035.7
2024-12,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,153845.0,46854,44449,23192,79416,3.28,457,12617,540000,284613.25
2024-12,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,,74363,71956,36809,126044,3.16,671,10759,540000,564254.4
2025-01,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,62972.0,17891,16183,8856,30325,3.52,238,13468,540000,604531.2
2025-01,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,44139.0,13900,12579,6880,23560,3.18,193,5902,540000,139037.85
2025-01,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,10975.0,13737,12926,6799,23283,0.8,118,4181,540000,134992.5
2025-01,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,177779.0,49378,46200,24442,83695,3.6,474,33492,540000,328891.15
2025-01,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,321018.0,85185,85001,42166,144388,3.77,414,91986,540000,770443.2
2025-02,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,3574.0,17870,17870,8845,30289,0.2,360,198,540000,34310.4
2025-02,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,50505.0,15414,15162,7629,26125,3.28,311,951,540000,159090.75
2025-02,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,33025.0,13434,12415,6649,22769,2.46,103,3380,540000,406207.5
2025-02,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,97402.0,44312,42564,21934,75108,2.2,292,10587,540000,180193.7
2025-02,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,254385.0,72660,70887,35966,123158,3.5,527,45398,540000,610524.0
2025-03,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,14152.0,18715,15104,9263,31721,0.76,171,1427,540000,135859.2
2025-03,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,42909.0,12812,11627,6341,21715,3.35,319,9224,540000,135163.35
2025-03,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,16918.0,14231,12895,7044,24121,1.19,87,2367,540000,208091.4
2025-03,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,146588.0,47614,46597,23568,80704,3.08,510,26894,540000,271187.8
2025-03,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,197517.0,73714,73714,36488,124944,2.68,576,31978,540000,474040.8
2025-04,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,18600.0,18153,17164,8985,30768,1.02,329,3229,540000,178560.0
2025-04,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,32922.0,11528,11528,5706,19539,2.86,211,4943,540000,103704.3
2025-04,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,22381.0,11674,10870,5778,19786,1.92,221,1986,540000,275286.3
2025-04,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,154446.0,42541,38862,21057,72106,3.63,398,35438,540000,285725.1
2025-04,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,246392.0,68853,58195,34082,116705,3.58,435,30668,540000,591340.8
2025-05,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,28502.0,15884,14985,7862,26922,1.79,230,1680,540000,273619.2
2025-05,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,41971.0,10770,9502,5331,18255,3.9,396,1415,540000,132208.65
2025-05,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,21342.0,12043,11926,5961,20412,1.77,117,5746,540000,262506.6
2025-05,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,135771.0,39861,38401,19731,67564,3.41,372,6654,540000,251176.35
2025-05,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,254938.0,68306,67195,33811,115778,3.73,494,27972,540000,611851.2
2025-06,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,,16367,14694,8101,27741,1.5,134,2303,540000,235104.0
2025-06,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,41133.0,10428,9627,5161,17674,3.94,350,2584,540000,129568.95
2025-06,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,15426.0,10759,10329,5325,18235,1.43,77,412,540000,189739.8
2025-06,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,168469.0,41196,37831,20392,69827,4.09,429,39144,540000,311667.65
2025-06,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,139016.0,61131,61131,30259,103616,2.27,593,14299,540000,333638.4
2025-07,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,51235.0,15563,15164,7703,26378,3.29,80,8726,540000,491856.0
2025-07,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,41671.0,11124,10329,5506,18854,3.75,312,8968,540000,131263.65
2025-07,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,26835.0,10631,10099,5262,18019,2.52,236,2261,540000,330070.5
2025-07,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,130191.0,35118,29152,17383,59524,3.71,372,20216,540000,240853.35
2025-07,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,225602.0,57395,56675,28410,97284,3.93,489,25744,540000,541444.8
2025-08,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,26058.0,15085,13014,7467,25569,1.73,304,2713,540000,250156.8
2025-08,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,29590.0,11087,10384,5488,18792,2.67,460,3116,540000,93208.5
2025-08,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,22872.0,10316,9756,5106,17485,2.22,267,4071,540000,281325.6
2025-08,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,54042.0,38149,35103,18883,64661,1.42,371,14664,540000,99977.7
2025-08,WH-EU-01,Rotterdam DC,Europe ,DrugY,Cardiovex,0,2.4,184993.0,57570,48234,28497,97581,3.21,590,3332,540000,443983.2
2025-09,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,20501.0,16248,15947,8042,27539,1.26,402,2023,540000,196809.6
2025-09,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,28010.0,11352,10164,5619,19241,2.47,387,1590,540000,88231.5
2025-09,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,30880.0,13004,13004,6436,22040,2.37,5,1802,540000,379824.0
2025-09,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,143707.0,39928,38632,19764,67677,3.6,386,13579,540000,265857.95
2025-09,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,209624.0,72371,71358,35823,122668,2.9,295,12139,540000,503097.6
2025-10,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,22658.0,17306,16087,8566,29333,1.31,197,2930,540000,217516.8
2025-10,WH-EU-01,Rotterdam DC,Europe ,DrugB,Betacor,0,3.15,42519.0,11929,11030,5904,20218,3.56,210,6898,540000,133934.85
2025-10,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,23183.0,12257,11103,6067,20775,1.89,170,2008,540000,285150.9
2025-10,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,,40042,40042,19820,67870,4.11,307,12713,540000,304741.25
2025-10,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,255149.0,73143,68524,36205,123976,3.49,343,76328,540000,612357.6
2025-11,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,44689.0,20577,20577,10185,34877,2.17,201,3413,540000,429014.4
2025-11,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,42991.0,13962,13962,6911,23665,3.08,377,1972,540000,135421.65
2025-11,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,15502.0,13621,12183,6742,23087,1.14,191,1653,540000,190674.6
2025-11,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,212911.0,48095,44305,23807,81521,4.43,556,58627,540000,393885.35
2025-11,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,,75610,75610,37426,128158,4.39,502,40402,540000,796063.2
2025-12,WH-EU-01,Rotterdam DC,Europe,DrugA,Angiotrol,1,9.6,27953.0,20201,19284,9999,34240,1.38,242,4175,540000,268348.8
2025-12,WH-EU-01,Rotterdam DC,Europe,DrugB,Betacor,0,3.15,25586.0,13771,13771,6816,23341,1.86,351,4476,540000,80595.9
2025-12,WH-EU-01,Rotterdam DC,Europe,DrugC,Cholestat,1,12.3,42203.0,15633,14397,7738,26497,2.7,365,8789,540000,519096.9
2025-12,WH-EU-01,Rotterdam DC,Europe,DrugX,Nephrolyte,0,1.85,99307.0,52034,49751,25756,88196,1.91,117,11995,540000,183717.95
2025-12,WH-EU-01,Rotterdam DC,Europe,DrugY,Cardiovex,0,2.4,117688.0,85189,82605,42168,144394,1.38,620,12316,540000,282451.2
2023-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,17755.0,13633,12752,6748,23107,1.3,76,3291,400000,170448.0
2023-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,,10403,8531,5149,17632,3.27,63,1661,400000,107153.55
2023-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,21938.0,10261,10261,5079,17392,2.14,186,4465,400000,269837.4
2023-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,111562.0,33034,32879,16351,55991,3.38,413,10130,400000,206389.7
2023-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,219405.0,53942,53942,26701,91431,4.07,680,50605,400000,526572.0
2023-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,44078.0,14765,13525,7308,25026,2.99,364,3408,400000,423148.8
2023-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,24750.0,9726,9089,4814,16485,2.54,302,823,400000,77962.5
2023-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,26293.0,9919,9070,4909,16811,2.65,114,4269,400000,323403.9
2023-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,132993.0,33371,28688,16518,56563,3.99,473,13746,400000,246037.05
