shipment_id,batch_id,leg,leg_sequence,drug_code,region,warehouse_id,supplier_id,supplier_name,carrier,transport_mode,is_cold_chain,units_shipped,units_received,planned_transit_days,actual_transit_days,ship_date,delivery_date,delay_days,is_late,units_damaged,damage_rate_pct,temperature_excursion,freight_cost_usd,year_month
SHP-2-01219,BATCH-01219,Warehouse to Distributor,2,DrugX,Latin America,WH-LA-01,SUP-07,Shandong Xinhua Pharm,FedEx Custom Critical,Sea,0,45650,42279,22.0,23.0,2024-09-06,2024-09-29,1.0,1,3371,7.38,0,2739.0,2024-09
SHP-2-01220,BATCH-01220,Warehouse to Distributor,2,DrugY,North America,WH-NA-02,SUP-07,Shandong Xinhua Pharm,Regional 3PL,Road,0,42939,39768,6.0,6.0,2025-07-03,2025-07-09,0.0,0,3171,7.38,0,6870.24,2025-07
SHP-2-01221,BATCH-01221,Warehouse to Distributor,2,DrugY,Latin America,WH-LA-01,SUP-03,Zhejiang Kangtai Chem,Regional 3PL,Road,0,12657,11722,6.0,,2025-08-05,2025-08-11,0.0,0,935,7.39,0,2025.12,2025-08
SHP-2-01222,BATCH-01222,Warehouse to Distributor,2,DrugY,Latin America,WH-LA-01,SUP-03,Zhejiang Kangtai Chem,Kuehne+Nagel Pharma,Sea,0,18065,16731,22.0,21.0,2024-02-02,2024-02-23,-1.0,0,1334,7.38,0,1083.9,2024-02
SHP-2-01223,BATCH-01223,Warehouse to Distributor,2,DrugB,North America,WH-NA-02,SUP-03,Zhejiang Kangtai Chem,FedEx Custom Critical,Road,0,39595,36671,6.0,6.0,2023-07-17,2023-07-23,0.0,0,2924,7.38,0,6335.2,2023-07
SHP-2-01224,BATCH-01224,Warehouse to Distributor,2,DrugX,Europe,WH-EU-01,SUP-08,Siegfried Holding,Kuehne+Nagel Pharma,Road,0,26696,24725,6.0,6.0,2025-05-26,2025-06-01,0.0,0,1971,7.38,0,4271.36,2025-05
SHP-2-01225,BATCH-01225,Warehouse to Distributor,2,DrugY,North America,WH-NA-01,SUP-04,Lonza Group AG,Marken,Road,0,20293,18794,6.0,,2025-01-23,2025-01-30,1.0,1,1499,7.39,0,3246.88,2025-01
SHP-2-01226,BATCH-01226,Warehouse to Distributor,2,DrugB,Europe,WH-EU-01,SUP-07,Shandong Xinhua Pharm,FedEx Custom Critical,Air,0,21075,19519,3.0,3.0,2024-03-12,2024-03-15,0.0,0,1556,7.38,0,8851.5,2024-03
SHP-2-01227,BATCH-01227,Warehouse to Distributor,2,DrugX,North America,WH-NA-02,SUP-04,Lonza Group AG,DHL Life Sciences,Air,0,39176,36283,3.0,3.0,2024-10-15,2024-10-18,0.0,0,2893,7.38,0,16453.92,2024-10
SHP-2-01228,BATCH-01228,Warehouse to Distributor,2,DrugX,North America,WH-NA-01,SUP-06,Hikal Speciality,FedEx Custom Critical,Road,0,26528,24569,6.0,6.0,2023-10-14,2023-10-20,0.0,0,1959,7.38,0,4244.48,2023-10
SHP-2-01229,BATCH-01229,Warehouse to Distributor,2,DrugC,Asia-Pacific,WH-AP-01,SUP-05,Cambrex Corporation,Regional 3PL,Air,1,17795,16481,3.0,3.0,2025-04-06,2025-04-09,0.0,0,1314,7.38,0,11584.54,2025-04
SHP-2-01230,BATCH-01230,Warehouse to Distributor,2,DrugY,Asia-Pacific,WH-AP-01,SUP-03,Zhejiang Kangtai Chem,Kuehne+Nagel Pharma,Road,0,13320,12336,6.0,6.0,2025-03-13,2025-03-19,0.0,0,984,7.39,0,2131.2,2025-03
SHP-2-01231,BATCH-01231,Warehouse to Distributor,2,DrugY,North America,WH-NA-01,SUP-08,Siegfried Holding,Marken,Road,0,38726,35866,6.0,6.0,2024-01-28,2024-02-03,0.0,0,2860,7.39,0,6196.16,2024-01
SHP-2-01232,BATCH-01232,Warehouse to Distributor,2,DrugX,north america,WH-NA-02,SUP-06,Hikal Speciality,Kuehne+Nagel Pharma,Road,0,21830,20218,6.0,5.0,2024-07-11,2024-07-16,-1.0,0,1612,7.38,0,3492.8,2024-07
SHP-2-01233,BATCH-01233,Warehouse to Distributor,2,DrugY,North America,WH-NA-01,SUP-07,Shandong Xinhua Pharm,Marken,Road,0,31255,28947,6.0,6.0,2024-04-04,2024-04-10,0.0,0,2308,7.38,0,5000.8,2024-04
SHP-2-01234,BATCH-01234,Warehouse to Distributor,2,DrugX,Latin America,WH-LA-01,SUP-08,Siegfried Holding,Kuehne+Nagel Pharma,Road,0,46253,42837,6.0,8.0,2023-04-14,2023-04-22,2.0,1,3416,7.39,0,7400.48,2023-04
SHP-2-01235,BATCH-01235,Warehouse to Distributor,2,DrugY,Europe,WH-EU-01,SUP-02,Divis Laboratories,Marken,Road,0,15856,14685,6.0,6.0,2023-09-05,2023-09-11,0.0,0,1171,7.39,0,2536.96,2023-09
SHP-2-01236,BATCH-01236,Warehouse to Distributor,2,DrugY,North America,WH-NA-01,SUP-01,Aurobindo API Ltd,Marken,Road,0,26665,24696,6.0,6.0,2025-10-19,2025-10-25,0.0,0,1969,7.38,0,4266.4,2025-10
SHP-2-01237,BATCH-01237,Warehouse to Distributor,2,DrugY,North America,WH-NA-02,SUP-05,Cambrex Corporation,DHL Life Sciences,Sea,0,11978,11093,22.0,22.0,2024-06-05,2024-06-27,0.0,0,885,7.39,0,718.68,2024-06
SHP-2-01238,BATCH-01238,Warehouse to Distributor,2,DrugY,Middle East & Africa,WH-ME-01,SUP-03,Zhejiang Kangtai Chem,FedEx Custom Critical,Air,0,31896,29541,3.0,3.0,2023-09-21,2023-09-24,0.0,0,2355,7.38,0,13396.32,2023-09
SHP-2-01239,BATCH-01239,Warehouse to Distributor,2,DrugY,North America,WH-NA-02,SUP-04,Lonza Group AG,DHL Life Sciences,Road,0,47290,43798,6.0,6.0,2023-05-18,2023-05-24,0.0,0,3492,7.38,0,7566.4,2023-05
SHP-2-01240,BATCH-01240,Warehouse to Distributor,2,DrugY,Latin America,WH-LA-01,SUP-02,Divis Laboratories,Regional 3PL,Road,0,15686,14528,6.0,6.0,2024-02-07,2024-02-13,0.0,0,1158,7.38,0,2509.76,2024-02
SHP-2-01241,BATCH-01241,Warehouse to Distributor,2,DrugB,Europe,WH-EU-01,SUP-04,Lonza Group AG,FedEx Custom Critical,Sea,0,34371,31833,22.0,20.0,2025-10-08,2025-10-28,-2.0,0,2538,7.38,0,2062.26,2025-10
SHP-2-01242,BATCH-01242,Warehouse to Distributor,2,DrugY,North America,WH-NA-02,SUP-04,Lonza Group AG,Kuehne+Nagel Pharma,Air,0,41824,38736,3.0,3.0,2024-05-15,2024-05-18,0.0,0,3088,7.38,0,17566.08,2024-05
SHP-2-01243,BATCH-01243,Warehouse to Distributor,2,DrugY,North America,WH-NA-02,SUP-03,Zhejiang Kangtai Chem,FedEx Custom Critical,Sea,0,25745,23844,22.0,22.0,2025-11-30,2025-12-22,0.0,0,1901,7.38,0,1544.7,2025-11
SHP-2-01244,BATCH-01244,Warehouse to Distributor,2,DrugY,North America,WH-NA-01,SUP-06,Hikal Speciality,FedEx Custom Critical,Air,0,25781,23877,3.0,3.0,2024-08-02,2024-08-05,0.0,0,1904,7.39,0,10828.02,2024-08
SHP-2-01245,BATCH-01245,Warehouse to Distributor,2,DrugY,Latin America,WH-LA-01,SUP-05,Cambrex Corporation,Kuehne+Nagel Pharma,Road,0,32176,29800,6.0,6.0,2025-03-04,2025-03-10,0.0,0,2376,7.38,0,5148.16,2025-03
SHP-2-01246,BATCH-01246,Warehouse to Distributor,2,DrugY,Europe,WH-EU-01,SUP-04,Lonza Group AG,Regional 3PL,Road,0,32065,29697,6.0,6.0,2025-05-29,2025-06-04,0.0,0,2368,7.38,0,5130.4,2025-05
SHP-2-01247,BATCH-01247,Warehouse to Distributor,2,DrugX,Europe,WH-EU-01,SUP-01,Aurobindo API Ltd,Regional 3PL,Sea,0,34880,32304,22.0,22.0,2023-04-27,2023-05-19,0.0,0,2576,7.39,0,2092.8,2023-04
SHP-2-01248,BATCH-01248,Warehouse to Distributor,2,DrugY,North America,WH-NA-01,SUP-05,Cambrex Corporation,Kuehne+Nagel Pharma,Road,0,35030,32443,6.0,6.0,2023-04-11,2023-04-17,0.0,0,2587,7.39,0,5604.8,2023-04
SHP-2-01249,BATCH-01249,Warehouse to Distributor,2,DrugB,Latin America,WH-LA-01,SUP-02,Divis Laboratories,Marken,Road,0,18384,17026,6.0,,2025-09-01,2025-09-07,0.0,0,1358,7.39,0,2941.44,2025-09
SHP-2-01250,BATCH-01250,Warehouse to Distributor,2,DrugC,North America,WH-NA-02,SUP-03,Zhejiang Kangtai Chem,DHL Life Sciences,Road,1,41751,38668,6.0,6.0,2025-09-28,2025-10-04,0.0,0,3083,7.38,0,10354.25,2025-09
SHP-2-01251,BATCH-01251,Warehouse to Distributor,2,DrugY,Asia-Pacific,WH-AP-01,SUP-04,Lonza Group AG,Kuehne+Nagel Pharma,Road,0,45873,42486,6.0,6.0,2023-09-04,2023-09-10,0.0,0,3387,7.38,0,7339.68,2023-09
SHP-2-01252,BATCH-01252,Warehouse to Distributor,2,DrugY,Middle East & Africa,WH-ME-01,SUP-02,Divis Laboratories,Marken,Air,0,29053,26908,3.0,3.0,2025-01-18,2025-01-21,0.0,0,2145,7.38,0,12202.26,2025-01
SHP-2-01253,BATCH-01253,Warehouse to Distributor,2,DrugY,Latin America,WH-LA-01,SUP-04,Lonza Group AG,DHL Life Sciences,Rail,0,14510,13439,9.0,9.0,2025-09-18,2025-09-27,0.0,0,1071,7.38,0,1596.1,2025-09
SHP-2-01254,BATCH-01254,Warehouse to Distributor,2,DrugX,Asia-Pacific,WH-AP-01,SUP-03,Zhejiang Kangtai Chem,DHL Life Sciences,Road,0,26078,24152,6.0,6.0,2025-10-26,2025-11-01,0.0,0,1926,7.39,0,4172.48,2025-10
SHP-2-01255,BATCH-01255,Warehouse to Distributor,2,DrugY,Middle East & Africa,WH-ME-01,SUP-07,Shandong Xinhua Pharm,FedEx Custom Critical,Rail,0,30493,28241,9.0,9.0,2024-01-29,2024-02-07,0.0,0,2252,7.39,0,3354.23,2024-01
SHP-2-01256,BATCH-01256,Warehouse to Distributor,2,DrugB,North America,WH-NA-02,SUP-07,Shandong Xinhua Pharm,Kuehne+Nagel Pharma,Sea,0,7326,6785,22.0,23.0,2025-07-25,2025-08-17,1.0,1,541,7.38,0,439.56,2025-07
SHP-2-01257,BATCH-01257,Warehouse to Distributor,2,DrugA,Middle East & Africa,WH-ME-01,SUP-01,Aurobindo API Ltd,Regional 3PL,Air,1,23975,22205,3.0,3.0,2025-02-12,2025-02-15,0.0,0,1770,7.38,0,15607.72,2025-02
SHP-2-01258,BATCH-01258,Warehouse to Distributor,2,DrugA,Asia-Pacific,WH-AP-01,SUP-05,Cambrex Corporation,Regional 3PL,Road,1,15040,13929,6.0,6.0,2025-09-03,2025-09-09,0.0,0,1111,7.39,0,3729.92,2025-09
SHP-2-01259,BATCH-01259,Warehouse to Distributor,2,DrugX,Europe,WH-EU-01,SUP-06,Hikal Speciality,Kuehne+Nagel Pharma,Road,0,35133,32539,6.0,6.0,2023-08-16,2023-08-22,0.0,0,2594,7.38,0,5621.28,2023-08
SHP-2-01260,BATCH-01260,Warehouse to Distributor,2,DrugC,North America,WH-NA-02,SUP-04,Lonza Group AG,Regional 3PL,Road,1,29133,26982,6.0,6.0,2024-10-27,2024-11-02,0.0,0,2151,7.38,0,7224.98,2024-10
SHP-2-01261,BATCH-01261,Warehouse to Distributor,2,DrugY,Latin America,WH-LA-01,SUP-04,Lonza Group AG,FedEx Custom Critical,Road,0,13619,12613,6.0,6.0,2023-04-03,2023-04-09,0.0,0,1006,7.39,0,2179.04,2023-04
SHP-2-01262,BATCH-01262,Warehouse to Distributor,2,DrugY,Middle East & Africa,WH-ME-01,SUP-07,Shandong Xinhua Pharm,Kuehne+Nagel Pharma,Sea,0,32406,30013,22.0,21.0,2024-02-25,2024-03-17,-1.0,0,2393,7.38,0,1944.36,2024-02
SHP-2-01263,BATCH-01263,Warehouse to Distributor,2,DrugY,Latin America,WH-LA-01,SUP-04,Lonza Group AG,FedEx Custom Critical,Rail,0,26728,24754,9.0,9.0,2023-04-07,2023-04-16,0.0,0,1974,7.39,0,2940.08,2023-04
SHP-2-01264,BATCH-01264,Warehouse to Distributor,2,DrugC,North America,WH-NA-01,SUP-01,Aurobindo API Ltd,Regional 3PL,Road,1,15992,14811,6.0,6.0,2024-06-25,2024-07-01,0.0,0,1181,7.38,0,3966.02,2024-06
SHP-2-01265,BATCH-01265,Warehouse to Distributor,2,DrugX,Europe,WH-EU-01,SUP-03,Zhejiang Kangtai Chem,DHL Life Sciences,Road,0,23512,21776,6.0,6.0,2025-06-07,2025-06-13,0.0,0,1736,7.38,0,3761.92,2025-06
SHP-2-01266,BATCH-01266,Warehouse to Distributor,2,DrugA,Latin America,WH-LA-01,SUP-03,Zhejiang Kangtai Chem,Kuehne+Nagel Pharma,Road,1,19204,17786,6.0,6.0,2025-01-04,2025-01-10,0.0,0,1418,7.38,0,4762.59,2025-01
SHP-2-01267,BATCH-01267,Warehouse to Distributor,2,DrugY,Europe,WH-EU-01,SUP-04,Lonza Group AG,Kuehne+Nagel Pharma,Road,0,14238,13187,6.0,6.0,2024-01-16,2024-01-22,0.0,0,1051,7.38,0,2278.08,2024-01
SHP-2-01268,BATCH-01268,Warehouse to Distributor,2,DrugC,Latin America,WH-LA-01,SUP-02,Divis Laboratories,Kuehne+Nagel Pharma,Road,1,21601,20006,6.0,6.0,2024-05-29,2024-06-04,0.0,0,1595,7.38,0,5357.05,2024-05
SHP-2-01269,BATCH-01269,Warehouse to Distributor,2,DrugX,Latin America,WH-LA-01,SUP-02,Divis Laboratories,FedEx Custom Critical,Road,0,27569,25533,6.0,6.0,2024-03-23,2024-03-29,0.0,0,2036,7.39,0,4411.04,2024-03
SHP-2-01270,BATCH-01270,Warehouse to Distributor,2,DrugX,North America,WH-NA-01,SUP-08,Siegfried Holding,DHL Life Sciences,Road,0,29000,26858,6.0,6.0,2025-03-25,2025-03-31,0.0,0,2142,7.39,0,4640.0,2025-03
SHP-2-01271,BATCH-01271,Warehouse to Distributor,2,DrugC,Asia-Pacific,WH-AP-01,SUP-02,Divis Laboratories,FedEx Custom Critical,Air,1,25139,23283,3.0,6.0,2023-12-24,2023-12-30,3.0,1,1856,7.38,1,16365.49,2023-12
SHP-2-01272,BATCH-01272,Warehouse to Distributor,2,DrugY,North America,WH-NA-02,SUP-06,Hikal Speciality,Regional 3PL,Road,0,23045,21343,6.0,6.0,2023-07-08,2023-07-14,0.0,0,1702,7.39,0,3687.2,2023-07
SHP-2-01273,BATCH-01273,Warehouse to Distributor,2,DrugY,Europe,WH-EU-01,SUP-06,Hikal Speciality,Kuehne+Nagel Pharma,Road,0,23750,21996,6.0,6.0,2024-09-11,2024-09-17,0.0,0,1754,7.39,0,3800.0,2024-09
SHP-2-01274,BATCH-01274,Warehouse to Distributor,2,DrugX,Europe,WH-EU-01,SUP-05,Cambrex Corporation,Kuehne+Nagel Pharma,Road,0,78490,72694,6.0,6.0,2025-06-25,2025-07-01,0.0,0,5796,7.38,0,12558.4,2025-06
SHP-2-01275,BATCH-01275,Warehouse to Distributor,2,DrugY,Latin America,WH-LA-01,SUP-08,Siegfried Holding,DHL Life Sciences,Road,0,19952,18479,6.0,6.0,2024-07-04,2024-07-10,0.0,0,1473,7.38,0,3192.32,2024-07
SHP-2-01276,BATCH-01276,Warehouse to Distributor,2,DrugY,Middle East & Africa,WH-ME-01,SUP-01,Aurobindo API Ltd,Marken,Road,0,21485,19898,6.0,6.0,2023-09-16,2023-09-22,0.0,0,1587,7.39,0,3437.6,2023-09
SHP-2-01277,BATCH-01277,Warehouse to Distributor,2,DrugY,Europe,WH-EU-01,SUP-03,Zhejiang Kangtai Chem,FedEx Custom Critical,Sea,0,110416,102262,22.0,23.0,2023-06-14,2023-07-07,1.0,1,8154,7.38,0,6624.96,2023-06
SHP-2-01278,BATCH-01278,Warehouse to Distributor,2,DrugY,Asia-Pacific,WH-AP-01,SUP-02,Divis Laboratories,FedEx Custom Critical,Rail,0,32678,30265,9.0,9.0,2025-09-30,2025-10-09,0.0,0,2413,7.38,0,3594.58,2025-09
SHP-2-01279,BATCH-01279,Warehouse to Distributor,2,DrugB,Asia-Pacific,WH-AP-01,SUP-05,Cambrex Corporation,Regional 3PL,Road,0,15286,14157,6.0,6.0,2025-04-22,2025-04-28,0.0,0,1129,7.39,0,2445.76,2025-04
SHP-2-01280,BATCH-01280,Warehouse to Distributor,2,DrugX,Asia-Pacific,WH-AP-01,SUP-06,Hikal Speciality,Kuehne+Nagel Pharma,Road,0,38726,35866,6.0,6.0,2023-08-09,2023-08-15,0.0,0,2860,7.39,0,6196.16,2023-08
SHP-2-01281,BATCH-01281,Warehouse to Distributor,2,DrugY,Asia-Pacific,WH-AP-01,SUP-08,Siegfried Holding,FedEx Custom Critical,Sea,0,18676,17297,22.0,22.0,2023-07-20,2023-08-11,0.0,0,1379,7.38,0,1120.56,2023-07
SHP-2-01282,BATCH-01282,Warehouse to Distributor,2,DrugY,Latin America,WH-LA-01,SUP-04,Lonza Group AG,Regional 3PL,Road,0,41144,38106,6.0,7.0,2023-06-17,2023-06-24,1.0,1,3038,7.38,0,6583.04,2023-06
SHP-2-01283,BATCH-01283,Warehouse to Distributor,2,DrugY,Middle East & Africa,WH-ME-01,SUP-02,Divis Laboratories,Marken,Rail,0,25105,23251,9.0,9.0,2024-04-21,2024-04-30,0.0,0,1854,7.38,0,2761.55,2024-04
SHP-2-01284,BATCH-01284,Warehouse to Distributor,2,DrugX,Latin America,WH-LA-01,SUP-08,Siegfried Holding,FedEx Custom Critical,Road,0,22500,20838,6.0,6.0,2025-06-12,2025-06-18,0.0,0,1662,7.39,0,3600.0,2025-06
SHP-2-01285,BATCH-01285,Warehouse to Distributor,2,DrugC,North America,WH-NA-01,SUP-06,Hikal Speciality,FedEx Custom Critical  ,Air,1,29026,26883,3.0,3.0,2023-08-10,2023-08-13,0.0,0,2143,7.38,0,18895.93,2023-08
SHP-2-01286,BATCH-01286,Warehouse to Distributor,2,DrugC,Europe,WH-EU-01,SUP-07,Shandong Xinhua Pharm,Kuehne+Nagel Pharma,Road,1,25226,23363,6.0,6.0,2025-08-01,2025-08-07,0.0,0,1863,7.39,0,6256.05,2025-08
SHP-2-01287,BATCH-01287,Warehouse to Distributor,2,DrugY,Europe,WH-EU-01,SUP-04,Lonza Group AG,DHL Life Sciences,Rail,0,41455,38394,9.0,9.0,2023-04-16,2023-04-25,0.0,0,3061,7.38,0,4560.05,2023-04
SHP-2-01288,BATCH-01288,Warehouse to Distributor,2,DrugY,Asia-Pacific,WH-AP-01,SUP-04,Lonza Group AG,DHL Life Sciences,Road,0,32707,30292,6.0,6.0,2025-01-30,2025-02-05,0.0,0,2415,7.38,0,5233.12,2025-01
SHP-2-01289,BATCH-01289,Warehouse to Distributor,2,DrugY,Asia-Pacific,WH-AP-01,SUP-04,Lonza Group AG,FedEx Custom Critical  ,Air,0,23138,21429,3.0,3.0,2023-12-23,2023-12-26,0.0,0,1709,7.39,0,9717.96,2023-12
SHP-2-01290,BATCH-01290,Warehouse to Distributor,2,DrugX,Latin America,WH-LA-01,SUP-06,Hikal Speciality,Kuehne+Nagel Pharma,Road,0,35230,32628,6.0,6.0,2025-11-05,2025-11-11,0.0,0,2602,7.39,0,5636.8,2025-11
SHP-2-01291,BATCH-01291,Warehouse to Distributor,2,DrugX,Europe,WH-EU-01,SUP-02,Divis Laboratories,Regional 3PL,Road,0,46406,42979,6.0,6.0,2024-08-03,2024-08-09,0.0,0,3427,7.38,0,7424.96,2024-08
SHP-2-01292,BATCH-01292,Warehouse to Distributor,2,DrugX,North America,WH-NA-02,SUP-08,Siegfried Holding,DHL Life Sciences,Sea,0,28676,26558,22.0,21.0,2023-12-12,2024-01-02,-1.0,0,2118,7.39,0,1720.56,2023-12
SHP-2-01293,BATCH-01293,Warehouse to Distributor,2,DrugX,Europe,WH-EU-01,SUP-02,Divis Laboratories,FedEx Custom Critical,Road,0,58295,53990,6.0,6.0,2023-10-07,2023-10-13,0.0,0,4305,7.38,0,9327.2,2023-10
SHP-2-01294,BATCH-01294,Warehouse to Distributor,2,DrugY,Middle East & Africa,WH-ME-01,SUP-04,Lonza Group AG,DHL Life Sciences,Sea,0,39916,36968,22.0,23.0,2025-07-09,2025-08-01,1.0,1,2948,7.39,0,2394.96,2025-07
SHP-2-01295,BATCH-01295,Warehouse to Distributor,2,DrugY,North America,WH-NA-02,SUP-03,Zhejiang Kangtai Chem,Kuehne+Nagel Pharma,Road,0,14143,13099,6.0,6.0,2024-05-25,2024-05-31,0.0,0,1044,7.38,1,2262.88,2024-05
SHP-2-01296,BATCH-01296,Warehouse to Distributor,2,DrugY,North America,WH-NA-01,SUP-06,Hikal Speciality,Marken  ,Sea,0,31232,28926,22.0,21.0,2024-02-09,2024-03-01,-1.0,0,2306,7.38,0,1873.92,2024-02
SHP-2-01297,BATCH-01297,Warehouse to Distributor,2,DrugY,Middle East & Africa,WH-ME-01,SUP-06,Hikal Speciality,Kuehne+Nagel Pharma,Sea,0,28985,26845,22.0,21.0,2025-03-26,2025-04-16,-1.0,0,2140,7.38,0,1739.1,2025-03
SHP-2-01298,BATCH-01298,Warehouse to Distributor,2,DrugY,North America,WH-NA-02,SUP-08,Siegfried Holding,FedEx Custom Critical,Sea,0,16282,15080,22.0,22.0,2024-09-01,2024-09-23,0.0,0,1202,7.38,0,976.92,2024-09
SHP-2-01299,BATCH-01299,Warehouse to Distributor,2,DrugX,Asia-Pacific,WH-AP-01,SUP-07,Shandong Xinhua Pharm,Marken,Sea,0,27055,25057,22.0,21.0,2025-01-24,2025-02-14,-1.0,0,1998,7.38,0,1623.3,2025-01
SHP-2-01300,BATCH-01300,Warehouse to Distributor,2,DrugY,Latin America,WH-LA-01,SUP-02,Divis Laboratories,DHL Life Sciences,Road,0,29562,27379,6.0,6.0,2024-05-28,2024-06-03,0.0,0,2183,7.38,0,4729.92,2024-05
SHP-2-01301,BATCH-01301,Warehouse to Distributor,2,DrugY,North America,WH-NA-02,SUP-02,Divis Laboratories,DHL Life Sciences,Sea,0,22584,20916,22.0,21.0,2023-05-17,2023-06-07,-1.0,0,1668,7.39,0,1355.04,2023-05
SHP-2-01302,BATCH-01302,Warehouse to Distributor,2,DrugX,Europe,WH-EU-01,SUP-08,Siegfried Holding,Marken,Sea,0,31325,29012,22.0,,2023-03-25,2023-04-15,-1.0,0,2313,7.38,0,1879.5,2023-03
SHP-2-01303,BATCH-01303,Warehouse to Distributor,2,DrugA,North America,WH-NA-02,SUP-04,Lonza Group AG,Kuehne+Nagel Pharma,Air,1,27978,25912,3.0,3.0,2023-05-04,2023-05-07,0.0,0,2066,7.38,0,18213.68,2023-05
SHP-2-01304,BATCH-01304,Warehouse to Distributor,2,DrugY,North America,WH-NA-01,SUP-01,Aurobindo API Ltd,Marken,Sea,0,37238,34488,22.0,22.0,2024-10-20,2024-11-11,0.0,0,2750,7.38,0,2234.28,2024-10
SHP-2-01305,BATCH-01305,Warehouse to Distributor,2,DrugA,North America,WH-NA-01,SUP-07,Shandong Xinhua Pharm,Marken,Air,1,36536,33838,3.0,3.0,2024-07-17,2024-07-20,0.0,0,2698,7.38,0,23784.94,2024-07
SHP-2-01306,BATCH-01306,Warehouse to Distributor,2,DrugC,North America,WH-NA-02,SUP-06,Hikal Speciality,Marken,Air,1,29640,27451,3.0,3.0,2025-04-24,2025-04-27,0.0,0,2189,7.39,0,19295.64,2025-04
SHP-2-01307,BATCH-01307,Warehouse to Distributor,2,DrugX,Europe,WH-EU-01,SUP-01,Aurobindo API Ltd,Regional 3PL,Road,0,15826,14657,6.0,6.0,2025-09-08,2025-09-14,0.0,0,1169,7.39,0,2532.16,2025-09
SHP-2-01308,BATCH-01308,Warehouse to Distributor,2,DrugX,Asia-Pacific,WH-AP-01,SUP-07,Shandong Xinhua Pharm,FedEx Custom Critical,Sea,0,58990,54634,22.0,22.0,2023-10-06,2023-10-28,0.0,0,4356,7.38,0,3539.4,2023-10
SHP-2-01309,BATCH-01309,Warehouse to Distributor,2,DrugY,North America,WH-NA-01,SUP-05,Cambrex Corporation,DHL Life Sciences,Road,0,25981,24062,6.0,6.0,2025-10-09,2025-10-15,0.0,0,1919,7.39,0,4156.96,2025-10
SHP-2-01310,BATCH-01310,Warehouse to Distributor,2,DrugC,Middle East & Africa,WH-ME-01,SUP-05,Cambrex Corporation,Kuehne+Nagel Pharma,Road,1,26981,24989,6.0,6.0,2025-10-17,2025-10-23,0.0,0,1992,7.38,0,6691.29,2025-10
SHP-2-01311,BATCH-01311,Warehouse to Distributor,2,DrugY,Latin America,WH-LA-01,SUP-07,Shandong Xinhua Pharm,Regional 3PL,Road,0,23932,22165,6.0,6.0,2024-12-08,2024-12-14,0.0,0,1767,7.38,0,3829.12,2024-12
SHP-2-01312,BATCH-01312,Warehouse to Distributor,2,DrugC,North America,WH-NA-01,SUP-04,Lonza Group AG,FedEx Custom Critical,Air,1,22233,20591,3.0,3.0,2024-08-14,2024-08-17,0.0,0,1642,7.39,0,14473.68,2024-08
SHP-2-01313,BATCH-01313,Warehouse to Distributor,2,DrugX,Middle East & Africa,WH-ME-01,SUP-04,Lonza Group AG,FedEx Custom Critical,Air,0,51765,47942,3.0,3.0,2023-09-14,2023-09-17,0.0,0,3823,7.39,0,21741.3,2023-09
SHP-2-01314,BATCH-01314,Warehouse to Distributor,2,DrugY,North America,WH-NA-01,SUP-05,Cambrex Corporation,DHL Life Sciences,Rail,0,48790,45187,9.0,9.0,2023-10-09,2023-10-18,0.0,0,3603,7.38,0,5366.9,2023-10
SHP-2-01315,BATCH-01315,Warehouse to Distributor,2,DrugY,Asia-Pacific,WH-AP-01,SUP-02,Divis Laboratories,Marken,Road,0,33070,30628,6.0,6.0,2023-05-04,2023-05-10,0.0,0,2442,7.38,0,5291.2,2023-05
SHP-2-01316,BATCH-01316,Warehouse to Distributor,2,DrugX,EU,WH-EU-01,SUP-02,Divis Laboratories,FedEx Custom Critical,Road,0,26297,24355,6.0,5.0,2024-11-28,2024-12-03,-1.0,0,1942,7.38,0,4207.52,2024-11
SHP-2-01317,BATCH-01317,Warehouse to Distributor,2,DrugX,Asia-Pacific,WH-AP-01,SUP-07,Shandong Xinhua Pharm,Marken,Rail,0,34667,32107,9.0,9.0,2024-05-21,2024-05-30,0.0,0,2560,7.38,0,3813.37,2024-05
SHP-2-01318,BATCH-01318,Warehouse to Distributor,2,DrugY,Middle East & Africa,WH-ME-01,SUP-02,Divis Laboratories,Marken,Sea,0,28240,26155,22.0,23.0,2023-09-28,2023-10-21,1.0,1,2085,7.38,0,1694.4,2023-09
SHP-2-01319,BATCH-01319,Warehouse to Distributor,2,DrugA,Middle East & Africa,WH-ME-01,SUP-05,Cambrex Corporation,Kuehne+Nagel Pharma,Air,1,25353,23481,3.0,3.0,2023-07-13,2023-07-16,0.0,0,1872,7.38,0,16504.8,2023-07
SHP-2-01320,BATCH-01320,Warehouse to Distributor,2,DrugB,North America,WH-NA-02,SUP-03,Zhejiang Kangtai Chem,DHL Life Sciences,Road,0,31855,29503,6.0,,2023-06-08,2023-06-14,0.0,0,2352,7.38,0,5096.8,2023-06
SHP-2-01321,BATCH-01321,Warehouse to Distributor,2,DrugX,Asia-Pacific,WH-AP-01,SUP-02,Divis Laboratories,DHL Life Sciences,Air,0,23268,21550,3.0,3.0,2024-12-05,2024-12-08,0.0,0,1718,7.38,0,9772.56,2024-12
